acceptor_ref,acceptor_A,acceptor_C,acceptor_G,acceptor_T,acceptor_A_change,acceptor_C_change,acceptor_G_change,acceptor_T_change,donor_ref,donor_A,donor_C,donor_G,donor_T,donor_A_change,donor_C_change,donor_G_change,donor_T_change
8.713138786049513e-06,9.571813720725686e-06,9.924885102119418e-06,9.334507723970376e-06,9.875818085944842e-06,-8.586749346761727e-07,-1.2117463160699053e-06,-6.213689379208628e-07,-1.1626792998953294e-06,0.9589080852270127,0.9515593484044075,0.9542639189958573,0.950939876139164,0.9534326013922692,0.007348736822605173,0.004644166231155378,0.007968209087848677,0.0054754838347435
8.713138786049513e-06,9.402074557733897e-06,8.8781379945857e-06,9.53629376359899e-06,9.844237783589449e-06,-6.889357716843846e-07,-1.6499920853618773e-07,-8.231549775494775e-07,-1.1310989975399358e-06,0.9589080852270127,0.9542819714546203,0.954784543812275,0.9521059399843216,0.9514839768409729,0.004626113772392304,0.004123541414737697,0.006802145242691071,0.007424108386039796
8.713138786049513e-06,9.193279002559506e-06,9.392096697808939e-06,9.378842353058303e-06,9.114813685329182e-06,-4.801402165099935e-07,-6.789579117594261e-07,-6.657035670087907e-07,-4.0167489927966953e-07,0.9589080852270127,0.9520668756961822,0.9527737686038017,0.954943915605545,0.9541252905130386,0.00684120953083045,0.006134316623210956,0.003964169621467617,0.004782794713974026
8.713138786049513e-06,9.541870398628305e-06,9.485179554111767e-06,9.65840475638302e-06,9.07346103087292e-06,-8.287316125787921e-07,-7.720407680622544e-07,-9.452659703335075e-07,-3.6032224482340705e-07,0.9589080852270127,0.9529060113430023,0.9550096425414085,0.9546255850791932,0.9547499287128448,0.006002073884010306,0.003898442685604131,0.004282500147819501,0.004158156514167843
8.713138786049513e-06,8.753820932660972e-06,9.307540197944774e-06,9.133128216696207e-06,8.731795632908046e-06,-4.0682146611459234e-08,-5.944014118952612e-07,-4.199894306466946e-07,-1.8656846858532985e-08,0.9589080852270127,0.9564130643010139,0.9571590405702591,0.9562915098667145,0.9588858824968338,0.0024950209259987366,0.0017490446567535178,0.0026165753602981345,2.2202730178833008e-05
8.713138786049513e-06,8.51432593631074e-06,8.697161471094006e-06,8.343103916494954e-06,8.88114137048035e-06,1.98812849738772e-07,1.597731495550654e-08,3.700348695545584e-07,-1.6800258443083735e-07,0.9589080852270127,0.9587718865275383,0.9595871046185493,0.959232976436615,0.9571488624811173,0.0001361986994743436,-0.0006790193915366949,-0.0003248912096023293,0.0017592227458953502
8.713138786049513e-06,9.303632836612508e-06,9.050758026489802e-06,9.402413157015843e-06,8.564048031072246e-06,-5.904940505629956e-07,-3.3761924044028886e-07,-6.892743709663302e-07,1.490907549772669e-07,0.9589080852270127,0.9562362390756607,0.9577806389331818,0.9525562861561775,0.9588963919878006,0.0026718461513519642,0.0011274462938308805,0.006351799070835162,1.169323921201837e-05
8.713138786049513e-06,9.016293644146245e-06,8.935929945170784e-06,9.163611132603223e-06,8.47629098284841e-06,-3.031548580967323e-07,-2.22791159121271e-07,-4.504723465537101e-07,2.3684780320110243e-07,0.9589080852270127,0.9575503042340279,0.9603289771080017,0.9577399164438247,0.9590584325790406,0.0013577809929847806,-0.0014208918809890392,0.0011681687831879284,-0.00015034735202790195
8.713138786049513e-06,9.520180388609134e-06,8.87013353128907e-06,9.72091748646875e-06,9.468335236348934e-06,-8.070416025596211e-07,-1.5699474523955726e-07,-1.0077787004192374e-06,-7.551964502994215e-07,0.9589080852270127,0.953620867729187,0.9595628720521927,0.9522706347703934,0.9578650709986687,0.00528721749782568,-0.0006547868251800537,0.006637450456619232,0.0010430142283439636
8.713138786049513e-06,8.504505351236703e-06,8.718842975632413e-06,9.16084659166927e-06,9.089929641366013e-06,2.0863343481281022e-07,-5.704189582900605e-09,-4.4770780561975644e-07,-3.767908553164997e-07,0.9589080852270127,0.9578327864408493,0.9584855610132217,0.957908148765564,0.9548569172620773,0.0010752987861633034,0.0004225242137909646,0.0009999364614486916,0.0040511679649353205
8.713138786049513e-06,9.806334446942345e-06,9.120218548037685e-06,9.63005233501235e-06,9.857074664481047e-06,-1.093195660892832e-06,-4.07079761988172e-07,-9.169135489628377e-07,-1.1439358784315337e-06,0.9589080852270127,0.9537565046548844,0.9581347393989563,0.9526510959863663,0.9540710273385048,0.005151580572128278,0.0007733458280563266,0.006256989240646327,0.004837057888507856
8.713138786049513e-06,8.641130334403613e-06,9.629647515367878e-06,9.381905842786864e-06,1.0166148184076462e-05,7.200845164589964e-08,-9.165087293183652e-07,-6.687670567373508e-07,-1.453009398026949e-06,0.9589080852270127,0.9588533464074135,0.9533311393857002,0.9531171801686287,0.9512052804231643,5.4738819599164934e-05,0.0055769458413124084,0.005790905058383977,0.007702804803848329
8.713138786049513e-06,8.445450073164552e-06,8.657338280215755e-06,8.942376418836773e-06,8.75569158033329e-06,2.676887128849611e-07,5.5800505833758236e-08,-2.2923763278725994e-07,-4.2552794283777945e-08,0.9589080852270127,0.9585328570008278,0.9570472693443298,0.9588312557339669,0.9573630940914154,0.00037522822618485385,0.0018608158826828314,7.682949304577136e-05,0.0015449911355972512
8.713138786049513e-06,8.99154030030047e-06,8.135257740455871e-06,8.475782886279148e-06,8.336289940942265e-06,-2.78401514250958e-07,5.778810455936419e-07,2.3735589977036445e-07,3.768488451072475e-07,0.9589080852270127,0.9565934854745864,0.9602859455347061,0.9605949702858925,0.9600964576005936,0.002314599752426205,-0.0013778603076934903,-0.0016868850588798168,-0.001188372373580937
8.713138786049513e-06,8.764304004031942e-06,8.86186828443769e-06,1.0348281936192195e-05,7.794139651409183e-06,-5.116521798242943e-08,-1.4872949838817743e-07,-1.6351431501426817e-06,9.189991346403303e-07,0.9589080852270127,0.9598027727007866,0.9597365248203278,0.9574458968639373,0.9632171058654785,-0.0008946874737739696,-0.0008284395933151334,0.001462188363075323,-0.0043090206384658325
8.713138786049513e-06,8.976289272588644e-06,8.882337485580649e-06,9.547060273646934e-06,9.331057965678013e-06,-2.63150486539131e-07,-1.6919869953113587e-07,-8.339214875974211e-07,-6.179191796285e-07,0.9589080852270127,0.9586727932095528,0.9581861376762391,0.9578871953487397,0.9576670762896538,0.00023529201745986494,0.000721947550773594,0.0010208898782729792,0.0012410089373589006
8.713138786049513e-06,1.0322220486216338e-05,1.106974873657407e-05,1.1675939544346648e-05,8.732540200160344e-06,-1.6090817001668253e-06,-2.3566099505245577e-06,-2.962800758297135e-06,-1.940141411083132e-08,0.9589080852270127,0.9557646164298057,0.9544205266237259,0.9542830258607864,0.9572092959284783,0.0031434687972069497,0.0044875586032867565,0.0046250593662262585,0.0016987892985343978
8.713138786049513e-06,8.569707259287184e-06,9.452294653762295e-06,1.0670513617139221e-05,1.0063543632945482e-05,1.4343152676232837e-07,-7.391558677127822e-07,-1.9573748310897084e-06,-1.3504048468959692e-06,0.9589080852270127,0.9586028015613556,0.9574063408374787,0.9547583565115929,0.9547525164484978,0.00030528366565707454,0.0015017443895339877,0.004149728715419743,0.004155568778514862
8.713138786049513e-06,9.062436226976444e-06,1.0410924207295835e-05,1.2168225258779585e-05,1.0088202015019476e-05,-3.4929744092693125e-07,-1.6977854212463219e-06,-3.4550864727300723e-06,-1.3750632289699635e-06,0.9589080852270127,0.9555786049365997,0.9540683081746102,0.9515749672055245,0.9545482498407364,0.0033294802904129117,0.004839777052402461,0.007333118021488172,0.004359835386276267
8.713138786049513e-06,1.025393115281048e-05,9.013189192579319e-06,1.1295772721133802e-05,9.035200304499113e-06,-1.540792366760967e-06,-3.0005040652980617e-07,-2.5826339350842887e-06,-3.2206151844960023e-07,0.9589080852270127,0.9551212558150292,0.9577656748890877,0.9534838622808457,0.9582601097226143,0.0037868294119834944,0.0011424103379249484,0.005424222946166957,0.0006479755043983237
8.713138786049513e-06,9.746195374731314e-06,9.350096900497817e-06,8.935699723195967e-06,8.550333339076844e-06,-1.0330565886818014e-06,-6.369581144483044e-07,-2.2256093714645397e-07,1.6280544697266912e-07,0.9589080852270127,0.9569404527544976,0.9589145976305008,0.9575813540816307,0.9584687066078186,0.0019676324725150796,-6.512403488145857e-06,0.0013267311453819541,0.00043937861919407517
8.713138786049513e-06,1.0927549723263042e-05,9.373286465841347e-06,9.46358122511981e-06,8.606915911730794e-06,-2.214410937213529e-06,-6.60147679791834e-07,-7.504424390702977e-07,1.062228743187187e-07,0.9589080852270127,0.9486968271434307,0.958517934679985,0.9583130133152008,0.9593354681134224,0.01021125808358192,0.0003901505470276234,0.0005950719118118508,-0.0004273828864097551
8.713138786049513e-06,1.0268829963919757e-05,9.129224587915985e-06,9.64119567271382e-06,8.626388080550385e-06,-1.555691177870244e-06,-4.160858018664721e-07,-9.280568866643078e-07,8.675070549912769e-08,0.9589080852270127,0.9509761026501655,0.9586333546042443,0.9564759331941605,0.9617054471373558,0.00793198257684713,0.0002747306227683932,0.002432152032852186,-0.002797361910343188
8.713138786049513e-06,9.264474667176614e-06,8.97387022995133e-06,8.847890888095122e-06,8.297557841494552e-06,-5.513358811271008e-07,-2.607314439018179e-07,-1.347521020456094e-07,4.1558094455496095e-07,0.9589080852270127,0.9574409133195877,0.9579423663020133,0.9565919974446296,0.9601626190543174,0.0014671719074249578,0.0009657189249993037,0.002316087782383014,-0.0012545338273047824
8.713138786049513e-06,9.244280624027823e-06,9.229213975512352e-06,9.288194422563123e-06,8.428099009059053e-06,-5.311418379783103e-07,-5.160751894628388e-07,-5.750556365136105e-07,2.8503977699045945e-07,0.9589080852270127,0.957474269270897,0.9576732969284057,0.9568486160039902,0.9561988359689713,0.0014338159561156916,0.0012347882986069036,0.00205946922302247,0.0027092492580413907
8.713138786049513e-06,1.0409148004413282e-05,8.765141150242073e-06,9.810700626342595e-06,8.732305335570345e-06,-1.696009218363769e-06,-5.2002364192560435e-08,-1.0975618402930818e-06,-1.916654952083236e-08,0.9589080852270127,0.9556760564446449,0.9588468074798584,0.9573532861471176,0.956537826359272,0.003232028782367724,6.12777471542536e-05,0.0015547990798950861,0.002370258867740671
8.713138786049513e-06,9.599196261209642e-06,9.567111160677654e-06,1.1440940303586444e-05,9.360749504025989e-06,-8.860574751601289e-07,-8.539723746281416e-07,-2.7278015175369315e-06,-6.476107179764759e-07,0.9589080852270127,0.9569246828556061,0.9577913367748261,0.9543701183795928,0.9590737766027451,0.001983402371406595,0.0011167484521865667,0.004537966847419805,-0.000165691375732413
8.713138786049513e-06,1.1515028986099906e-05,1.017355297683764e-05,1.1168517223172358e-05,9.702932288764288e-06,-2.8018902000503936e-06,-1.4604141907881274e-06,-2.455378437122845e-06,-9.897935027147753e-07,0.9589080852270127,0.9479826074838639,0.956980305314064,0.9524998509883881,0.9560628181695938,0.010925477743148782,0.0019277799129486795,0.006408234238624577,0.002845267057418832
8.713138786049513e-06,1.0073255051814556e-05,9.365414718356391e-06,9.484402010198067e-06,8.901702672812206e-06,-1.3601162657650435e-06,-6.522759323068784e-07,-7.712632241485545e-07,-1.8856388676269287e-07,0.9589080852270127,0.9554123520851135,0.9569506499171258,0.9544924074411392,0.9518342757225037,0.0034957331418991044,0.0019574353098869013,0.004415677785873484,0.007073809504508977
8.713138786049513e-06,1.0013917320037536e-05,9.67572150639029e-06,1.1533237538063901e-05,8.353694379330534e-06,-1.3007785339880227e-06,-9.625827203407765e-07,-2.8200987520143886e-06,3.594444067189792e-07,0.9589080852270127,0.9537288084626198,0.9560795968770981,0.9491634136438369,0.9598465538024903,0.005179276764392893,0.0028284883499145597,0.009744671583175712,-0.0009384685754776356
8.713138786049513e-06,9.795906980549774e-06,9.397781386191184e-06,1.0800391136243093e-05,8.672597661742998e-06,-1.0827681945002607e-06,-6.846426001416711e-07,-2.0872523501935797e-06,4.054112430651451e-08,0.9589080852270127,0.9537975713610649,0.9574852353334427,0.954602392911911,0.9588895645737648,0.005110513865947741,0.0014228498935699996,0.004305692315101695,1.8520653247811047e-05
8.713138786049513e-06,1.0493829374382813e-05,8.947493278999018e-06,1.1640099198686472e-05,8.87938731640503e-06,-1.7806905883333006e-06,-2.3435449294950564e-07,-2.9269604126369587e-06,-1.6624853035551737e-07,0.9589080852270127,0.9528587597608567,0.9590195402503013,0.948895153105259,0.9576217931509018,0.006049325466155997,-0.00011145502328868684,0.010012932121753693,0.001286292076110862
8.713138786049513e-06,9.879995833301791e-06,1.1464303312074264e-05,1.3721539641604607e-05,1.1833198281934188e-05,-1.1668570472522781e-06,-2.7511645260247514e-06,-5.008400855555094e-06,-3.1200594958846752e-06,0.9589080852270127,0.9548377123475075,0.9469935834594071,0.9404189732484519,0.9451760774943978,0.00407037287950518,0.011914501767605556,0.018489111978560735,0.013732007732614848
8.713138786049513e-06,1.05073393300259e-05,1.1364209585167374e-05,9.86038971298342e-06,1.1048473432015982e-05,-1.7942005439763872e-06,-2.651070799117861e-06,-1.1472509269339073e-06,-2.3353346459664694e-06,0.9589080852270127,0.9490123796835541,0.9476696777902544,0.9558957749605179,0.9451373986713588,0.009895705543458533,0.011238407436758302,0.003012310266494733,0.013770686555653833
8.713138786049513e-06,1.0390500124195511e-05,9.314268750291177e-06,1.2998599154556701e-05,9.19477969912208e-06,-1.6773613381459984e-06,-6.011299642416643e-07,-4.285460368507188e-06,-4.816409130725673e-07,0.9589080852270127,0.9554643428325653,0.9574169653654099,0.9459038376808167,0.9571964558959007,0.0034437423944473355,0.0014911198616027743,0.013004247546196002,0.001711629331111908
8.713138786049513e-06,1.0425165265033342e-05,1.2708226279709577e-05,1.3916832774700794e-05,1.2224411619730092e-05,-1.7120264789838292e-06,-3.995087493660064e-06,-5.203693988651281e-06,-3.511272833680579e-06,0.9589080852270127,0.9494882065057755,0.9485591265559197,0.9436838158965111,0.9482578331232071,0.009419878721237174,0.010348958671092978,0.015224269330501583,0.010650252103805546
8.713138786049513e-06,1.3463618718994041e-05,1.2538444305647545e-05,1.0329653433416297e-05,1.2304106869418518e-05,-4.750479932944528e-06,-3.825305519598032e-06,-1.6165146473667839e-06,-3.590968083369005e-06,0.9589080852270127,0.9431346327066421,0.947288971543312,0.9523194366693497,0.942452829182148,0.015773452520370546,0.01161911368370061,0.006588648557662946,0.01645525604486464
8.713138786049513e-06,1.1643013664137669e-05,9.453684215667834e-06,1.3362046727891652e-05,9.079689290381055e-06,-2.929874878088156e-06,-7.405454296183216e-07,-4.648907941842139e-06,-3.665505043315423e-07,0.9589080852270127,0.9537146550416946,0.9556626772880554,0.9508880558609962,0.9484239614009857,0.005193430185318038,0.0032454079389572232,0.008020029366016423,0.010484123826026925
8.713138786049513e-06,9.597712987883255e-06,1.1582669929417478e-05,1.2108253256837287e-05,1.0891217674942056e-05,-8.84574201833742e-07,-2.869531143367965e-06,-3.3951144707877738e-06,-2.178078888892543e-06,0.9589080852270127,0.9523370379209518,0.9542936962842942,0.950257465839386,0.954285985827446,0.00657104730606084,0.004614388942718484,0.008650619387626679,0.004622099399566704
8.713138786049513e-06,1.1979336611069869e-05,1.1704345541794225e-05,1.0722895750845395e-05,1.0829576141375696e-05,-3.266197825020356e-06,-2.9912067557447125e-06,-2.0097569647958823e-06,-2.116437355326183e-06,0.9589080852270127,0.9521409505605698,0.9544594633579254,0.9559761592745781,0.9563243600726128,0.006767134666442853,0.0044486218690872326,0.002931925952434522,0.002583725154399863
8.713138786049513e-06,9.21702022143478e-06,9.518092283506973e-06,9.5770347427937e-06,8.862280624359897e-06,-5.038814353852671e-07,-8.049534974574606e-07,-8.638959567441867e-07,-1.491418383103837e-07,0.9589080852270127,0.9546772980690003,0.9565246760845184,0.9567268899083138,0.94723368704319,0.004230787158012395,0.0023834091424942416,0.0021811953186988697,0.011674398183822654
8.713138786049513e-06,9.331687819038592e-06,8.977198460069502e-06,9.544221505990435e-06,8.625009657325933e-06,-6.185490329890788e-07,-2.640596740199889e-07,-8.310827199409224e-07,8.812912872357943e-08,0.9589080852270127,0.9568994644284249,0.9568142890930176,0.9552934896945954,0.957729098200798,0.002008620798587768,0.002093796133995074,0.003614595532417275,0.0011789870262146618
8.713138786049513e-06,9.520854799980328e-06,9.275771830203894e-06,9.638480789799786e-06,8.126408579016697e-06,-8.07716013930815e-07,-5.626330441543814e-07,-9.253420037502733e-07,5.867302070328156e-07,0.9589080852270127,0.9564362278580666,0.9575137183070183,0.9552476960420608,0.9591791749000549,0.002471857368946062,0.0013943669199943942,0.0036603891849518178,-0.0002710896730422352
8.713138786049513e-06,8.920716408447049e-06,8.809589258262918e-06,9.86308658273316e-06,9.02722335295536e-06,-2.0757762239753613e-07,-9.645047221340546e-08,-1.1499477966836479e-06,-3.140845669058469e-07,0.9589080852270127,0.9575985133647918,0.957906996011734,0.9534833306074142,0.9512852934002877,0.0013095718622208041,0.0010010892152786388,0.00542475461959846,0.007622791826724984
8.713138786049513e-06,9.677631084770155e-06,8.90536081897153e-06,1.180774038285648e-05,9.350259437699294e-06,-9.644922987206417e-07,-1.922220329220173e-07,-3.094601596806967e-06,-6.371206516497808e-07,0.9589080852270127,0.9577548199892044,0.9580668944120407,0.9532635283470153,0.9558093565702438,0.001153265237808232,0.000841190814971915,0.00564455687999732,0.0030987286567688566
8.713138786049513e-06,9.835075003028493e-06,9.045062538550753e-06,9.138103244552554e-06,9.005178606820153e-06,-1.1219362169789807e-06,-3.3192375250124014e-07,-4.249644585030408e-07,-2.9203982077063984e-07,0.9589080852270127,0.9530541154742241,0.9569585055112839,0.9503720358014107,0.9582325959205628,0.005853969752788513,0.0019495797157287331,0.008536049425601933,0.0006754893064498946
8.713138786049513e-06,1.0191994777883905e-05,1.0521705004347125e-05,1.2209673381899933e-05,1.0939048223725934e-05,-1.4788559918343923e-06,-1.8085662182976126e-06,-3.49653459585042e-06,-2.2259094376764214e-06,0.9589080852270127,0.956493871808052,0.9470535363256931,0.9450009326636791,0.9423774064332247,0.0024142134189606423,0.01185454890131954,0.013907152563333525,0.016530678793788
8.713138786049513e-06,9.352306197740744e-06,1.012124259407443e-05,9.430838138264619e-06,1.0183704966859608e-05,-6.391674116912316e-07,-1.4081038080249176e-06,-7.176993522151058e-07,-1.4705661808100952e-06,0.9589080852270127,0.9462448944151401,0.9456079281121492,0.9535547742247581,0.9439220325276255,0.012663190811872505,0.013300157114863431,0.005353311002254557,0.014986052699387131
8.713138786049513e-06,1.1312487162271623e-05,9.580748547151074e-06,1.2956613274361928e-05,9.875623811890221e-06,-2.59934837622211e-06,-8.676097611015611e-07,-4.243474488312415e-06,-1.1624850258407087e-06,0.9589080852270127,0.9518971562385559,0.955642711520195,0.9418889737129211,0.95227096170187,0.007010928988456788,0.003265373706817676,0.017019111514091523,0.006637123525142674
8.713138786049513e-06,9.378139368489968e-06,1.059344884495772e-05,1.1529270499863742e-05,1.0825907253746436e-05,-6.650005824404556e-07,-1.8803100589082077e-06,-2.8161317138142292e-06,-2.112768467696923e-06,0.9589080852270127,0.9548146516084671,0.9480684635043144,0.944890768751502,0.9437293155491352,0.004093433618545528,0.010839621722698256,0.014017316475510633,0.015178769677877457
8.713138786049513e-06,1.1845497924802829e-05,1.213992163460631e-05,1.0672403791591733e-05,1.2565465712661705e-05,-3.132359138753316e-06,-3.4267828485567967e-06,-1.9592650055422206e-06,-3.852326926612192e-06,0.9589080852270127,0.9464178851246834,0.9431358981132507,0.9520692697167397,0.9417343477904797,0.012490200102329263,0.015772187113761937,0.006838815510272989,0.017173737436532943
8.713138786049513e-06,1.0307380288914203e-05,9.742980076392626e-06,1.0529188288757041e-05,1.0815225930969063e-05,-1.59424150286469e-06,-1.029841290343113e-06,-1.8160495027075286e-06,-2.1020871449195505e-06,0.9589080852270127,0.957152066230774,0.9550728982686997,0.9550164580345154,0.9547487181425095,0.001756018996238673,0.003835186958312975,0.003891627192497249,0.004159367084503152
8.713138786049513e-06,1.00950349172102e-05,9.466605626933244e-06,9.855362234638675e-06,9.937946726914505e-06,-1.3818961311606871e-06,-7.534668408837311e-07,-1.1422234485891624e-06,-1.2248079408649919e-06,0.9589080852270127,0.9565486681461334,0.9554523473978043,0.9570248404145241,0.944576388001442,0.002359417080879278,0.003455737829208383,0.0018832448124885826,0.014331697225570705
8.713138786049513e-06,9.379651558223402e-06,8.611072410786847e-06,1.0550609618409368e-05,9.229950655402774e-06,-6.665127721738887e-07,1.020663752626657e-07,-1.837470832359855e-06,-5.168118693532615e-07,0.9589080852270127,0.9574960541725158,0.9582963520288468,0.9494596347212791,0.9565263819694519,0.0014120310544968318,0.0006117331981658758,0.009448450505733508,0.0023817032575607078
8.713138786049513e-06,1.2091197267274367e-05,9.317103010992867e-06,1.5055048940872951e-05,1.042488931330965e-05,-3.3780584812248546e-06,-6.039642249433544e-07,-6.341910154823438e-06,-1.7117505272601366e-06,0.9589080852270127,0.9504379999637603,0.9557443022727966,0.9485507708787918,0.947075348496437,0.008470085263252325,0.0031637829542160434,0.010357314348220847,0.01183273673057561
8.713138786049513e-06,9.93542107217138e-06,1.3514902853000166e-05,1.3364292952466884e-05,1.3611011812439955e-05,-1.2222822861218673e-06,-4.801764066950653e-06,-4.651154166417371e-06,-4.897873026390442e-06,0.9589080852270127,0.953018971979618,0.953013257086277,0.9514926040172577,0.9495028924942016,0.005889113247394606,0.0058948281407356085,0.007415481209754993,0.00940519273281104
8.713138786049513e-06,1.3323348572953365e-05,1.211058512975427e-05,1.1095296962704283e-05,1.3672698693074636e-05,-4.610209786903852e-06,-3.3974463437047568e-06,-2.3821581766547697e-06,-4.959559907025123e-06,0.9589080852270127,0.9539967820048332,0.9555941799283028,0.9496530386805534,0.9485714024305344,0.004911303222179475,0.003313905298709896,0.009255046546459256,0.010336682796478258
8.713138786049513e-06,1.1676601527845776e-05,1.0504381871232482e-05,1.2000256909701079e-05,1.187535575970955e-05,-2.9634627417962634e-06,-1.7912430851829695e-06,-3.2871181236515657e-06,-3.1622169736600365e-06,0.9589080852270127,0.9515098863840104,0.9532534271478653,0.9523859655857086,0.9422154089808464,0.007398198843002302,0.005654658079147334,0.006522119641304003,0.016692676246166216
8.713138786049513e-06,1.3734920440384712e-05,1.0917178874674249e-05,1.1365175376205627e-05,1.0976611103146183e-05,-5.021781654335199e-06,-2.204040088624736e-06,-2.6520365901561142e-06,-2.26347231709667e-06,0.9589080852270127,0.9498694905638695,0.9506774699687958,0.9504436889290809,0.9518917429447175,0.009038594663143162,0.008230615258216889,0.00846439629793172,0.007016342282295196
8.713138786049513e-06,1.0436905570543331e-05,9.230352755267291e-06,1.1615128060533663e-05,9.518000016441874e-06,-1.7237667844938186e-06,-5.172139692177782e-07,-2.9019892744841507e-06,-8.048612303923616e-07,0.9589080852270127,0.9495493135033758,0.9596594843268395,0.9477304518222809,0.9564091876149178,0.00935877172363686,-0.0007513990998267994,0.011177633404731768,0.0024988976120948747
8.713138786049513e-06,1.072766552773885e-05,8.736112883305224e-06,1.3942961192405789e-05,9.114292224534638e-06,-2.014526741689337e-06,-2.297409725571161e-08,-5.229822406356276e-06,-4.0115343848512493e-07,0.9589080852270127,0.9552290850877762,0.9622451084852218,0.9464909464120865,0.9600675541162491,0.003679000139236499,-0.003337023258209171,0.01241713881492612,-0.001159468889236459
8.713138786049513e-06,1.1704506480256782e-05,8.518603419354066e-06,1.114674117594916e-05,8.811598562648015e-06,-2.9913676942072696e-06,1.9453536669544726e-07,-2.433602389899647e-06,-9.845977659850224e-08,0.9589080852270127,0.9465898168087006,0.9549494132399559,0.9380062033236026,0.949549044072628,0.012318268418312073,0.003958671987056794,0.020901881903410024,0.009359041154384684
