Position,Acceptor_Ref,Donor_Ref
290,5.7837144e-09,5.9268512e-08
291,7.302094e-11,1.4438009e-11
292,1.7969877e-10,3.6900566e-10
293,5.175909e-10,8.910746e-11
294,3.119196e-11,1.5254376e-11
295,2.7528098e-09,2.3968783e-10
296,1.4863577e-10,1.0065067e-10
297,1.219591e-10,2.519142e-10
298,1.2719197e-09,8.0881565e-11
299,8.318427e-11,2.542491e-10
300,7.157927e-10,3.4743844e-10
301,2.1237635e-10,7.4801505e-11
302,6.7679595e-10,2.436895e-10
303,3.0366244e-11,9.7421585e-11
304,2.5137473e-10,9.401796e-10
305,3.8979672e-10,6.556726e-11
306,5.735815e-09,1.8852293e-07
307,4.084678e-09,1.5916117e-10
308,9.977658e-11,6.917322e-11
309,7.075331e-10,2.8316668e-10
310,5.082909e-10,3.558621e-11
311,1.309259e-10,1.02585865e-11
312,1.0736609e-10,7.0092016e-11
313,1.136947e-09,1.3789234e-10
314,2.2280125e-10,3.5766466e-11
315,3.6709064e-10,1.5851011e-10
316,1.5756091e-10,2.488752e-11
317,2.3859767e-10,1.3016223e-10
318,3.0426628e-09,7.4229906e-10
319,3.646134e-10,9.846454e-11
320,3.469689e-10,2.8800032e-10
321,1.3163408e-09,5.6765165e-11
322,3.0097338e-09,9.749933e-10
323,1.0103276e-08,5.5198873e-10
324,1.5334783e-10,1.663315e-10
325,4.2913744e-09,8.849593e-09
326,1.6045637e-09,1.7734827e-10
327,3.9192387e-09,8.6705626e-10
328,1.7360892e-09,9.128728e-10
329,3.153258e-10,2.7649705e-09
330,5.278662e-09,7.6758344e-10
331,1.2036323e-09,3.8707548e-10
332,3.851241e-09,1.6609286e-09
333,1.5871539e-08,1.4747394e-07
334,4.1423506e-10,1.83207e-10
335,1.0346892e-08,1.3590912e-07
336,4.972985e-09,2.436943e-09
337,7.0612995e-09,5.5223154e-08
338,2.0357576e-09,2.1933502e-09
339,2.0793813e-08,2.6088836e-07
340,1.8342493e-09,4.1416237e-10
341,5.374242e-08,3.7782524e-06
342,1.3331874e-08,1.159998e-08
343,3.9137555e-09,2.1844242e-09
344,3.8528927e-10,1.5262883e-10
345,8.619386e-09,5.8322044e-08
346,1.0259888e-09,2.707877e-10
347,5.0389283e-11,1.02120506e-10
348,1.0607218e-09,1.1107728e-09
349,1.0420916e-10,5.98615e-10
350,4.666742e-10,1.06010846e-10
351,1.3094113e-10,1.1673684e-09
352,4.29518e-10,4.5358356e-10
353,5.656662e-11,8.036963e-11
354,9.9546385e-11,6.8768347e-10
355,7.8483053e-10,1.6854626e-10
356,1.3872992e-10,5.1775484e-10
357,2.892097e-10,6.10717e-11
358,3.3825602e-09,2.0388469e-09
359,3.8597348e-09,5.716951e-10
360,1.2860759e-09,3.1381264e-10
361,3.752353e-09,8.3300217e-10
362,3.9595194e-09,5.0982113e-10
363,1.964101e-09,1.0989779e-09
364,3.2214112e-10,8.162577e-11
365,1.3771184e-09,4.5858287e-10
366,3.4620573e-08,2.2778714e-09
367,1.3172494e-10,3.098054e-10
368,2.2504403e-09,1.2732894e-08
369,1.352361e-10,1.0864251e-09
370,1.1375241e-09,3.2182176e-10
371,6.9636186e-10,3.3526718e-10
372,2.7557712e-10,6.771811e-09
373,2.1189699e-09,3.4751463e-10
374,2.27126e-06,2.1058232e-08
375,4.9025677e-09,1.1547743e-09
376,7.384172e-10,1.6185062e-09
377,8.8146396e-07,2.911952e-08
378,3.6973011e-09,4.5291983e-09
379,3.8892896e-08,1.253314e-09
380,2.122744e-09,2.5824272e-09
381,2.898991e-09,7.137627e-10
382,7.447188e-09,6.4427147e-10
383,2.8957967e-09,3.0778184e-09
384,3.274576e-10,5.5062915e-10
385,3.5807664e-09,1.259624e-09
386,6.0026595e-10,3.5324582e-10
387,9.0184485e-11,7.883574e-11
388,7.518488e-10,8.549288e-10
389,7.023605e-10,7.231053e-10
390,4.7046473e-09,6.167659e-10
391,1.3204825e-09,1.546792e-09
392,7.656256e-10,3.3054812e-10
393,6.3114286e-10,1.6742843e-09
394,2.7698108e-09,9.319009e-10
395,2.620704e-09,5.1034355e-10
396,7.398439e-10,2.165023e-10
397,1.3681534e-10,1.524371e-10
398,1.43298555e-08,7.342264e-10
399,1.750243e-09,3.8550685e-10
400,1.454011e-09,5.7632843e-10
401,2.5308848e-09,2.78655e-09
402,2.526867e-09,1.2004278e-08
403,3.2289876e-07,4.2746673e-09
404,6.155789e-10,5.830152e-10
405,9.587028e-10,1.3147719e-10
406,1.5772066e-09,9.285652e-10
407,2.36626e-08,1.2646842e-09
408,1.7295945e-09,5.13469e-10
409,1.9164084e-09,6.186522e-10
410,5.6749854e-09,1.4835848e-10
411,5.3343086e-09,1.0028625e-09
412,6.4316524e-10,2.512937e-10
413,4.7299004e-10,2.221139e-10
414,4.1512034e-09,1.1135681e-10
415,3.1948502e-09,1.3266037e-10
416,7.90119e-10,1.9718627e-10
417,3.5557952e-09,8.9171254e-10
418,7.2635133e-09,4.0356177e-10
419,3.1895593e-09,6.9663914e-11
420,3.5472667e-09,7.298491e-10
421,2.0432889e-09,1.078299e-10
422,3.2285175e-09,2.7039443e-10
423,7.199555e-09,5.8654087e-10
424,6.515887e-10,3.2636e-11
425,1.3922417e-08,1.0183114e-09
426,2.419733e-08,4.0516777e-09
427,4.4754245e-09,6.0462932e-09
428,2.1473454e-08,1.1678561e-09
429,1.2358238e-09,2.0995214e-10
430,4.659967e-09,1.8168224e-09
431,4.8109725e-09,3.0139433e-10
432,4.146076e-09,3.5170963e-10
433,1.4412628e-09,3.0684735e-10
434,1.266386e-09,2.4862815e-10
435,1.3142768e-08,1.656313e-09
436,1.1201319e-09,5.8230176e-10
437,4.817115e-09,5.507594e-10
438,2.3255777e-09,1.0490301e-09
439,3.7620205e-09,4.0072073e-10
440,1.1955266e-08,7.5832546e-10
441,7.613984e-09,1.1115379e-09
442,1.3227713e-09,1.5017143e-10
443,2.9363092e-09,2.7126018e-10
444,7.7550655e-10,1.2233069e-10
445,1.1707695e-08,4.0182133e-10
446,9.394858e-10,4.8152937e-10
447,1.3606151e-09,4.853699e-10
448,6.376417e-10,1.257542e-10
449,1.9070837e-10,3.851269e-10
450,6.3353817e-10,6.6533173e-10
451,4.8782756e-10,1.9967785e-09
452,4.5779197e-10,3.436927e-10
453,3.5957782e-11,2.1070112e-10
454,2.88558e-09,3.910793e-09
455,7.5473e-09,1.1866659e-09
456,4.3842206e-07,6.4922676e-09
457,1.143635e-09,1.5147898e-09
458,2.1810644e-09,1.40844e-09
459,6.643274e-10,6.610587e-10
460,1.3198707e-09,7.9488044e-10
461,9.243737e-10,2.6962823e-09
462,6.071135e-10,2.2573619e-09
463,4.989096e-10,1.6707753e-09
464,8.194087e-11,1.01128675e-10
465,8.5288965e-10,1.2501148e-09
466,5.5876682e-11,9.0874475e-11
467,1.3430403e-10,1.030999e-09
468,1.875174e-09,3.3546241e-09
469,3.646176e-10,2.055563e-09
470,1.0618969e-07,8.421339e-09
471,1.5835207e-10,1.0174532e-09
472,1.379418e-10,1.7462738e-10
473,3.056738e-10,8.576808e-10
474,1.5276892e-10,5.483737e-10
475,3.204927e-09,1.1469444e-09
476,3.0505876e-10,8.458542e-09
477,1.2929208e-09,2.6121005e-09
478,1.6236854e-09,1.1453791e-09
479,7.0213715e-09,3.157617e-09
480,6.437608e-09,8.8912094e-10
481,3.4551224e-09,2.249123e-09
482,3.9220502e-09,2.2751054e-09
483,5.7835126e-10,1.1497436e-09
484,2.7791032e-09,8.216831e-10
485,2.4780165e-09,2.8465656e-09
486,1.4279372e-09,6.1369763e-09
487,1.6028967e-09,1.0941298e-09
488,8.449319e-09,8.787565e-08
489,3.4430045e-09,9.621265e-10
490,1.5579635e-09,3.990755e-10
491,1.4002196e-09,6.805788e-09
492,2.5864693e-09,2.6435618e-09
493,1.0916554e-09,1.2013343e-09
494,5.643542e-09,1.3770002e-09
495,8.132356e-10,5.707657e-10
496,8.559685e-09,3.877141e-09
497,4.2192602e-10,1.1019942e-09
498,5.475744e-09,1.7738794e-09
499,1.3282012e-10,1.7597016e-10
500,2.9883063e-09,4.079703e-09
501,2.7682792e-09,3.5682897e-09
502,1.3775237e-08,1.0836711e-08
503,6.52273e-09,2.7020846e-09
504,9.809761e-09,2.3881315e-09
505,1.6885533e-08,9.318925e-09
506,4.121877e-09,1.729169e-09
507,5.7554987e-09,4.6707433e-09
508,4.5762807e-09,7.4693046e-10
509,1.3460131e-09,3.170246e-10
510,2.5287486e-08,1.7248836e-09
511,8.5299534e-10,8.903954e-10
512,3.0133137e-08,1.0065303e-09
513,2.7968268e-09,3.1913545e-09
514,3.6687593e-09,6.67327e-10
515,1.88298e-09,1.4574504e-10
516,3.3218733e-08,3.4803886e-09
517,1.2047302e-09,9.187349e-10
518,5.21794e-09,9.158015e-09
519,6.255774e-09,2.8049402e-10
520,7.3012805e-09,4.285878e-09
521,2.2656323e-07,3.3055134e-09
522,3.6978014e-09,1.184281e-08
523,9.911358e-07,1.5140266e-08
524,2.7458993e-08,5.8587286e-08
525,2.6706197e-09,1.2408051e-09
526,1.729123e-09,2.3978532e-09
527,4.1521138e-09,2.9122753e-09
528,3.678583e-09,5.6264207e-09
529,8.126948e-09,8.505195e-10
530,8.215064e-09,1.3528982e-09
531,1.6987904e-08,1.9690412e-09
532,5.887796e-09,1.1112793e-09
533,1.17544365e-08,1.3320302e-09
534,1.135671e-08,3.959671e-09
535,5.281905e-09,3.1321004e-09
536,7.561619e-10,2.8859143e-10
537,1.6104016e-09,1.1419413e-09
538,9.631583e-10,2.4783983e-10
539,4.129045e-09,1.6547814e-09
540,1.0188754e-08,3.5739856e-08
541,8.5180524e-10,6.198676e-10
542,9.688209e-07,1.76328e-08
543,1.7627997e-09,1.8681092e-09
544,5.742132e-09,1.2149488e-08
545,7.616381e-09,2.9544928e-10
546,1.7709206e-10,8.248645e-10
547,9.703557e-09,1.757626e-09
548,3.2602439e-09,4.2904555e-10
549,1.3632673e-09,3.974446e-10
550,2.7398872e-09,2.8650418e-09
551,1.816948e-08,5.508752e-09
552,2.0399652e-11,2.7563282e-10
553,3.2928913e-09,1.2331842e-09
554,6.8454137e-10,1.7832108e-10
555,6.9289724e-10,6.359911e-10
556,6.0966293e-10,4.584281e-10
557,2.6780569e-09,8.979405e-10
558,4.4877506e-09,2.551027e-09
559,2.3946998e-09,3.9137013e-10
560,2.0022133e-09,5.187077e-10
561,3.1691172e-09,7.1635403e-10
562,4.1722306e-09,9.00259e-10
563,2.2384421e-08,1.02104e-09
564,7.3197834e-09,5.1034186e-09
565,1.5459493e-08,9.193765e-10
566,5.911734e-08,5.4262337e-09
567,1.6504599e-09,4.031873e-09
568,9.804836e-10,4.859276e-10
569,1.0249112e-09,1.5149806e-09
570,9.088648e-10,2.2757944e-10
571,1.1689838e-09,2.2443194e-09
572,2.0660746e-08,3.2294905e-09
573,2.668293e-09,4.920585e-08
574,2.2248048e-05,4.8074735e-08
575,5.821915e-11,2.7069114e-10
576,7.5174417e-10,9.574401e-10
577,2.298265e-09,1.0934454e-09
578,5.752993e-10,1.262077e-09
579,3.4536003e-09,7.180613e-10
580,4.235679e-09,1.2287703e-09
581,1.7235836e-10,3.8341108e-10
582,5.946105e-10,4.3778903e-10
583,4.090799e-09,2.022564e-09
584,8.510083e-09,7.84069e-10
585,6.9961287e-10,2.0481232e-09
586,2.247532e-09,6.4157916e-08
587,4.768067e-08,2.2881872e-09
588,5.670438e-10,3.834045e-10
589,6.240329e-09,1.0434288e-09
590,1.991298e-09,3.6510822e-10
591,2.9900207e-10,4.6124343e-10
592,1.1608362e-09,2.2720342e-10
593,3.3790376e-10,3.4585493e-10
594,4.5471918e-10,1.7762325e-09
595,2.4089561e-09,6.894851e-11
596,2.8499503e-09,2.958989e-09
597,5.0067555e-08,2.591595e-09
598,1.096501e-09,6.3058453e-10
599,1.2661197e-10,1.3067518e-10
600,5.887961e-10,3.5005526e-10
601,1.0476964e-09,8.459248e-10
602,1.2644743e-09,6.070626e-10
603,8.807352e-11,2.7350036e-10
604,2.0348392e-07,7.4194686e-09
605,6.516782e-10,1.5696947e-09
606,5.61871e-09,1.7303758e-10
607,4.2871998e-10,1.9239788e-09
608,5.4766075e-10,2.7121376e-09
609,9.0606944e-10,1.2365636e-10
610,4.1558454e-09,8.711163e-09
611,2.2639621e-10,4.8566187e-09
612,4.140131e-10,4.325962e-10
613,5.773434e-08,9.509433e-09
614,9.235789e-10,1.9466468e-09
615,2.6407582e-10,1.09962525e-10
616,5.320872e-10,4.1889175e-10
617,1.5172266e-10,4.440721e-10
618,1.5591846e-10,1.9218323e-10
619,2.3738636e-08,1.1433907e-09
620,3.524537e-10,1.8493197e-09
621,2.880058e-10,1.5901922e-09
622,8.0601936e-10,6.243124e-10
623,4.7882552e-11,3.1921624e-10
624,2.8453333e-09,2.778335e-09
625,2.6316221e-10,6.766862e-10
626,8.0915905e-09,1.8152913e-09
627,2.8509436e-10,1.9465578e-09
628,1.9351192e-09,3.7238249e-10
629,1.5541282e-10,8.6227026e-10
630,2.305184e-09,9.880549e-10
631,7.904989e-10,6.028867e-10
632,4.0217882e-09,3.6598828e-09
633,6.0666555e-10,4.984825e-10
634,1.0292175e-08,9.397761e-10
635,1.2957994e-09,1.061815e-09
636,2.3551734e-09,4.644507e-10
637,3.8837356e-09,1.0110442e-09
638,3.1463793e-10,2.5314437e-10
639,4.77917e-10,2.182166e-10
640,3.3761274e-09,1.7156797e-09
641,6.7498984e-10,7.066564e-10
642,7.893945e-10,2.1974622e-09
643,6.81136e-07,2.5269202e-07
644,1.7503606e-08,5.7575953e-09
645,8.1446766e-11,2.2124921e-10
646,2.163918e-09,9.059018e-10
647,1.2421999e-09,9.08532e-10
648,3.7268874e-10,4.144751e-11
649,3.933593e-10,4.0725795e-10
650,1.653629e-10,8.862612e-10
651,5.0405646e-10,1.416879e-09
652,8.2081064e-10,1.1462862e-09
653,1.5251004e-11,1.8663533e-09
654,2.1551403e-09,2.407794e-09
655,4.3851336e-11,1.8635601e-10
656,1.0509648e-09,2.170246e-09
657,4.0117708e-11,6.2647143e-10
658,2.2151553e-11,4.797893e-10
659,1.0224486e-10,8.8502977e-10
660,7.189712e-10,3.498485e-09
661,4.1257893e-11,7.078813e-10
662,2.7637472e-09,5.962815e-09
663,1.0298277e-09,1.938891e-09
664,2.2862777e-08,2.2926226e-08
665,2.503861e-10,1.0302933e-09
666,1.1113068e-09,5.687111e-09
667,8.218477e-10,1.3367643e-09
668,3.1027687e-09,3.3874803e-09
669,2.8532446e-10,1.1662556e-09
670,1.6230381e-09,8.3668683e-10
671,1.841366e-08,1.5202632e-09
672,3.0454775e-10,5.788236e-10
673,3.0981855e-09,7.1921433e-09
674,1.4438418e-08,3.8300123e-09
675,2.0763202e-10,1.1147843e-09
676,1.4279917e-09,6.9478573e-10
677,3.571483e-09,1.2224445e-09
678,2.7612972e-09,1.1614762e-09
679,2.7104416e-09,3.5424934e-09
680,7.972115e-09,7.78915e-09
681,4.6538315e-08,4.0621857e-09
682,1.2258098e-08,1.5111826e-09
683,1.1154335e-08,2.8482763e-09
684,6.5957417e-09,5.1492663e-09
685,1.78725e-09,2.1565218e-09
686,3.3453211e-09,9.1170355e-10
687,1.7069485e-09,1.6835967e-09
688,3.8429353e-09,5.356443e-09
689,5.244258e-10,1.1962284e-09
690,1.5691014e-10,3.961489e-10
691,2.3267848e-09,1.4172682e-09
692,9.922437e-10,1.891298e-09
693,1.0356701e-09,1.2579001e-09
694,2.5443898e-08,1.1160575e-07
695,5.5455307e-10,2.4191964e-09
696,4.8055155e-09,1.0018496e-08
697,1.953173e-10,6.8841177e-10
698,3.8343376e-10,6.352225e-10
699,3.0318126e-09,1.9845376e-09
700,3.2158894e-07,6.8896256e-08
701,1.515414e-09,1.065073e-08
702,5.0222186e-09,1.1969069e-08
703,6.19081e-09,3.6725485e-08
704,7.614246e-09,3.944241e-09
705,2.1377449e-09,7.7519635e-09
706,1.1155671e-06,4.139415e-06
707,4.2275183e-09,6.863279e-08
708,2.3789526e-09,5.971055e-09
709,5.4589644e-09,5.1514203e-08
710,8.2050067e-10,1.7689161e-09
711,1.6740936e-08,6.4588117e-09
712,1.633876e-08,4.87255e-09
713,3.0208627e-09,5.8289462e-08
714,3.0778888e-09,3.8028607e-09
715,6.894174e-09,6.3667716e-09
716,6.885566e-09,2.0507276e-08
717,2.5694305e-10,3.422348e-09
718,7.557412e-09,7.3919257e-09
719,6.717972e-09,2.9162104e-09
720,1.3970622e-07,9.087199e-08
