Position,Acceptor_Ref,Donor_Ref
73,6.934327e-08,2.8770478e-07
74,2.948298e-08,1.1529293e-07
75,6.1377136e-08,1.7870897e-07
76,2.3375928e-07,2.8240388e-06
77,1.565847e-07,5.1207945e-07
78,1.2645943e-07,6.1484116e-07
79,6.8754574e-08,7.770491e-07
80,3.4596436e-08,1.7942594e-07
81,4.016886e-08,3.2796645e-06
82,3.434264e-08,4.2485243e-07
83,8.175145e-08,4.7156215e-07
84,2.0056069e-08,9.638686e-08
85,3.8770696e-07,5.0356384e-06
86,7.9420154e-08,3.996112e-07
87,8.312356e-08,5.4174814e-07
88,2.4129685e-07,7.070914e-06
89,6.695639e-08,1.4262405e-07
90,6.018699e-08,1.52515e-07
91,1.2991729e-06,0.00083500554
92,1.2797939e-07,6.379915e-08
93,8.267321e-08,6.857906e-05
94,1.9130061e-08,2.7786184e-06
95,8.28956e-08,2.0801626e-07
96,1.5897005e-07,1.7095297e-07
97,7.683019e-08,2.6176593e-07
98,9.447057e-08,1.5487387e-07
99,2.7737792e-07,1.0917522e-06
100,5.2397098e-08,2.9464286e-07
101,9.2411334e-08,2.4273806e-08
102,1.18223944e-07,7.878968e-08
103,2.098407e-07,4.5717087e-07
104,3.1279487e-08,9.977727e-08
105,3.311524e-08,2.736349e-07
106,6.046544e-08,1.1046168e-07
107,4.8386067e-08,1.6586453e-07
108,1.09140274e-07,5.834203e-07
109,1.10120325e-07,1.1041618e-06
110,1.6194733e-08,1.2623552e-07
111,1.4233429e-07,1.1782518e-06
112,1.5714633e-07,1.2352095e-06
113,7.4344473e-07,3.3715235e-06
114,1.8814228e-08,1.4654636e-07
115,7.7798155e-08,1.0556826e-06
116,6.756527e-08,3.1547683e-07
117,2.3468306e-07,2.7176536e-06
118,3.1128565e-07,1.5321206e-05
119,3.774083e-07,8.934444e-06
120,1.095785e-07,1.5719809e-06
121,5.467757e-07,1.1370545e-06
122,9.884984e-08,3.581065e-06
123,4.613907e-07,5.391047e-06
124,8.508451e-08,3.9030924e-06
125,2.268558e-07,9.5295155e-07
126,6.5050564e-08,2.2645218e-06
127,7.974997e-08,1.1998901e-06
128,8.198712e-08,1.8571943e-06
129,4.1895328e-07,2.5822112e-06
130,4.3916682e-08,1.1616874e-06
131,1.0496099e-07,2.2175104e-06
132,2.3663229e-07,7.927119e-06
133,1.3733568e-07,2.3047705e-06
134,3.977917e-08,1.542064e-06
135,3.0559303e-08,1.5904756e-06
136,3.961481e-08,5.137721e-07
137,3.625295e-08,1.3918367e-06
138,7.6096825e-08,1.197116e-05
139,1.5351142e-07,2.1263188e-06
140,9.483428e-09,4.1617986e-07
141,6.073151e-08,5.915052e-07
142,4.956757e-09,6.798081e-07
143,3.2335443e-08,3.1658817e-07
144,1.7542853e-07,1.4441922e-05
145,2.2102574e-07,9.021652e-07
146,2.4430369e-08,2.3861753e-07
147,1.8385464e-08,7.857708e-07
148,3.296605e-08,5.379694e-07
149,8.6881904e-08,1.5982336e-06
150,3.711243e-08,4.773615e-07
151,8.556952e-08,2.2276758e-07
152,7.795188e-08,6.1645727e-07
153,9.485077e-08,5.7199036e-06
154,3.892476e-08,2.5165647e-07
155,3.436059e-08,1.2217413e-06
156,7.4674546e-08,3.2820515e-07
157,8.766495e-08,1.4971772e-06
158,4.932005e-08,7.2667183e-07
159,1.5056625e-07,3.1093448e-06
160,1.0769661e-07,2.7927913e-06
161,2.7617293e-07,1.1207911e-06
162,5.4766655e-08,1.5721273e-06
163,2.1588275e-07,4.922514e-06
164,5.5097985e-08,1.02177054e-07
165,1.0724956e-07,2.5403408e-06
166,1.002234e-07,2.1022706e-06
167,3.1758372e-08,8.7840806e-07
168,8.350857e-08,1.1753091e-06
169,3.9420493e-07,2.1789012e-05
170,2.8083622e-07,4.7869544e-06
171,1.7291659e-06,1.0247678e-06
172,2.1915847e-07,6.234841e-06
173,2.3095383e-07,4.114093e-06
174,3.5054242e-07,4.569327e-07
175,3.2738893e-07,2.3073408e-06
176,1.5775428e-06,2.709164e-07
177,3.358112e-07,5.760646e-07
178,6.314749e-07,1.2373077e-07
179,1.4777684e-06,1.3510013e-06
180,3.437997e-07,2.9272428e-07
181,2.2830068e-06,8.7036267e-07
182,6.3738935e-07,8.7713414e-07
183,9.621186e-07,1.3204719e-07
184,1.9150373e-06,4.7339685e-07
185,2.796472e-06,1.1535401e-06
186,1.1703765e-06,8.7735366e-08
187,4.0014243e-06,1.7981363e-06
188,1.479094e-06,1.7525847e-06
189,3.7480622e-06,1.9369197e-06
190,1.7341706e-06,2.0015605e-06
191,1.5195408e-06,3.2826588e-06
192,2.963057e-07,1.9430686e-06
193,3.5002486e-06,1.7170189e-06
194,4.2530445e-07,1.2257304e-06
195,4.313476e-06,2.2889458e-06
196,4.9701797e-05,9.959533e-07
197,5.5694574e-07,1.8427775e-06
198,4.150445e-07,9.064041e-07
199,1.2518756e-06,2.7445963e-06
200,2.379871e-07,8.1713296e-07
201,3.1286012e-07,1.7815366e-06
202,6.40452e-08,3.4705883e-07
203,6.1681455e-08,1.6702276e-07
204,6.2663344e-07,2.0993557e-06
205,3.7768388e-07,2.0309862e-07
206,4.999001e-07,2.7364493e-08
207,7.959958e-07,8.5391264e-07
208,0.0021260926,1.088826e-06
209,1.008725e-06,1.2993705e-07
210,1.7400808e-08,3.0493727e-08
211,3.371301e-07,1.4215047e-07
212,9.711383e-08,2.2889219e-07
213,5.082576e-07,3.6833478e-07
214,9.999441e-08,6.092294e-08
215,4.8957695e-06,2.7920916e-07
216,3.8435277e-07,1.5483951e-07
217,3.144852e-07,3.8486757e-08
218,1.490865e-07,1.2148027e-07
219,1.0243937e-06,2.6119642e-07
220,1.3981878e-06,1.2377567e-06
221,1.1574841e-06,3.946844e-06
222,6.267493e-07,1.4370025e-07
223,1.8839703e-06,1.6956675e-07
224,5.606917e-07,3.432938e-07
225,1.050625e-06,3.014329e-07
226,2.7770564e-06,3.0718348e-07
227,4.9860055e-06,6.4393396e-07
228,3.4009642e-07,1.5770607e-07
229,8.1026053e-07,2.2824138e-07
230,2.0762857e-06,1.5296231e-07
231,2.4356232e-06,1.7436186e-07
232,8.658896e-07,2.4073523e-07
233,5.3360907e-07,2.709712e-08
234,8.2997565e-07,1.395634e-07
235,4.830537e-07,1.1267106e-07
236,2.446647e-07,4.9468895e-08
237,5.346997e-07,4.342901e-07
238,8.292377e-07,8.252948e-08
239,2.9654614e-06,3.53345e-08
240,3.098147e-07,1.2722694e-07
241,3.8139747e-06,1.428298e-07
242,2.799414e-07,1.7366945e-08
243,3.4574734e-07,1.8051708e-06
244,7.1226306e-05,1.5358204e-06
245,4.7338466e-07,1.9329471e-07
246,2.2653896e-07,7.2169534e-08
247,1.7812579e-06,1.1215757e-06
248,8.002018e-07,1.8209938e-07
249,3.5561202e-06,1.5691549e-07
250,1.900931e-07,1.0124287e-07
251,1.6596159e-06,6.4595577e-07
252,7.8828145e-07,2.6313998e-07
253,2.3040847e-07,3.8866227e-07
254,1.0125693e-06,2.0108772e-07
255,8.2390125e-07,6.6338956e-08
256,7.609385e-07,1.6912148e-07
257,1.2364702e-06,1.3743998e-07
258,6.007703e-07,1.7455461e-07
259,1.6718533e-07,7.5488245e-08
260,5.447648e-07,1.2335937e-07
261,7.703646e-07,1.460157e-08
262,9.703776e-08,2.2809555e-08
263,1.05242805e-07,3.5154542e-07
264,3.7605938e-07,1.7856235e-07
265,1.5305594e-07,2.5295324e-07
266,6.655708e-07,8.702152e-08
267,4.1423114e-08,1.7857488e-07
268,5.490762e-07,2.2009631e-08
269,1.0105144e-07,4.9496187e-08
270,4.2440597e-08,2.0419311e-07
271,8.466412e-08,6.815813e-08
272,3.0422846e-08,1.2557639e-07
273,1.4633225e-07,1.6746932e-07
274,3.763184e-08,7.067126e-08
275,2.2687246e-08,3.1000305e-08
276,5.7166357e-08,8.1659685e-08
277,4.855345e-08,7.016382e-08
278,5.409017e-07,6.233795e-08
279,4.765192e-08,2.782819e-07
280,2.7625996e-08,1.4426433e-07
281,8.857089e-08,8.041959e-08
282,2.796566e-08,5.2905893e-08
283,2.2262513e-07,1.0158852e-06
284,1.183052e-08,3.8868384e-07
285,1.1389496e-08,1.3702412e-08
286,1.8114548e-08,2.496161e-07
287,5.966529e-09,5.799885e-07
288,1.9093784e-07,1.2984821e-06
289,1.2874573e-07,1.4096723e-06
290,2.723852e-07,3.790028e-05
291,1.3538458e-07,3.6570625e-06
292,1.45462975e-08,6.562594e-07
293,5.9351443e-08,4.1896888e-07
294,1.2364038e-07,9.601937e-07
295,5.5978752e-08,8.286773e-07
296,3.8197715e-08,3.3963595e-06
297,3.4217254e-07,2.2348426e-05
298,1.6743647e-07,3.7325916e-07
299,1.9363004e-08,2.1760507e-06
300,9.22014e-08,1.8097792e-06
301,2.3813065e-07,1.4280829e-06
302,4.85774e-08,2.3613745e-07
303,3.9007695e-08,1.5141338e-06
304,9.9049565e-08,3.4569948e-07
305,5.758319e-08,2.8090093e-07
306,3.0166927e-07,0.00010248225
307,1.1471131e-07,2.8251839e-07
308,1.3340068e-08,3.474756e-07
309,9.857299e-09,2.3934842e-06
310,9.043738e-08,1.1679911e-06
311,1.9025498e-08,1.6139044e-06
312,2.7641264e-08,1.244891e-06
313,5.38379e-07,6.2880747e-07
314,8.206992e-08,1.903044e-06
315,2.6292849e-08,1.4108067e-06
316,6.800809e-08,3.7793052e-07
317,2.7973343e-08,6.5039006e-07
318,9.105635e-08,3.380343e-06
319,8.469537e-08,4.076528e-06
320,5.6799614e-08,8.5908476e-07
321,1.1675603e-07,8.749709e-07
322,3.175688e-08,3.0010683e-06
323,3.2623603e-07,3.960743e-06
324,5.580581e-08,2.7280416e-06
325,7.096596e-08,2.2356776e-06
326,1.5998499e-07,1.8001789e-06
327,6.2963004e-08,8.6129086e-07
328,4.0822027e-07,7.574019e-07
329,1.0075778e-07,5.778812e-07
330,1.2873844e-07,7.068633e-07
331,4.678453e-07,3.2573976e-06
332,1.311153e-07,4.576103e-06
333,2.1766759e-07,1.0362747e-05
334,1.0367073e-07,1.4900946e-06
335,4.005231e-07,3.396431e-05
336,1.0217495e-07,1.8375358e-06
337,3.4469232e-07,2.03411e-05
338,4.3418368e-07,3.4129637e-06
339,1.0204681e-06,0.00037014662
340,9.249321e-08,9.6294625e-06
341,2.1541052e-06,0.0009682716
342,8.6796824e-08,6.1305204e-06
343,1.909161e-07,5.6097924e-06
344,3.7215972e-07,1.3846211e-05
345,3.6563407e-07,1.9569135e-05
346,6.013552e-08,2.9628989e-06
347,7.5007677e-07,5.389317e-06
348,6.7657004e-07,1.1460022e-06
349,8.391749e-08,1.0764342e-06
350,2.7742766e-07,3.5316359e-07
351,5.2133237e-07,3.95696e-07
352,1.5998939e-08,2.054594e-07
353,2.4565566e-08,5.569217e-07
354,5.242007e-08,2.9300554e-06
355,1.2684703e-08,3.471901e-07
356,9.713839e-08,1.249229e-06
357,7.470151e-08,1.735054e-06
358,6.896964e-08,4.3037252e-07
359,1.0757012e-06,1.3492194e-06
360,4.4345136e-08,3.9616066e-07
361,1.0656991e-07,1.1402889e-06
362,3.6592024e-08,4.8578124e-07
363,1.4248565e-07,3.5976798e-06
364,1.13568525e-07,1.2155277e-06
365,4.6018698e-08,2.532985e-06
366,3.892454e-07,5.702368e-06
367,9.505493e-08,1.236746e-06
368,7.346923e-07,2.4461601e-06
369,1.422818e-07,4.7144626e-06
370,6.1703766e-08,1.308613e-06
371,2.4179113e-07,5.227356e-07
372,2.0315017e-07,8.551282e-06
373,5.389171e-08,2.4326002e-06
374,1.5993834e-05,6.539382e-06
375,3.4027988e-08,7.4581857e-07
376,1.8980485e-08,1.4425519e-06
377,3.0963474e-07,1.0841211e-06
378,4.613261e-08,1.4978102e-06
379,7.756236e-07,3.6017767e-07
380,1.6079841e-08,1.8610623e-07
381,5.7954175e-08,5.436068e-07
382,2.876889e-08,4.1612502e-08
383,6.0846325e-08,3.0257917e-07
384,1.6776546e-07,9.550893e-07
385,3.4583344e-08,1.5954826e-07
386,5.250026e-08,4.0513288e-07
387,1.9777888e-08,1.3664523e-07
388,2.3727617e-07,4.2070002e-07
389,2.7422823e-07,2.984812e-07
390,1.3762971e-07,3.648523e-07
391,1.4004242e-07,6.076839e-07
392,1.606991e-07,5.177837e-08
393,2.0864063e-07,6.453073e-07
394,3.7692553e-06,1.0324854e-06
395,8.476314e-08,2.0718058e-07
396,1.5439299e-07,1.7094642e-07
397,1.403104e-06,3.127395e-07
398,1.0679987e-06,7.383055e-08
399,2.3654778e-07,1.1985236e-06
400,1.2728911e-07,2.7300558e-07
401,3.1662026e-07,3.5184733e-08
402,1.4294497e-07,4.1745366e-07
403,8.5646843e-07,2.1490541e-07
404,6.37154e-08,4.9308312e-08
405,1.2422394e-07,3.44513e-08
406,9.956261e-08,2.8867623e-07
407,1.2389954e-07,2.4536252e-08
408,8.8460354e-08,1.4114237e-08
409,9.818681e-08,8.321327e-08
410,3.2321228e-07,5.4487863e-08
411,3.4118095e-08,3.2168707e-08
412,5.408803e-08,4.3487013e-08
413,1.0825623e-07,2.676981e-07
414,2.1413378e-07,2.5284947e-07
415,2.9331343e-08,8.881979e-08
416,1.3352567e-07,1.9138508e-07
417,1.3434212e-08,1.9924835e-07
418,4.1561908e-08,9.165997e-08
419,8.9756064e-08,1.0100377e-06
420,1.5135177e-07,4.8713935e-07
421,7.197014e-08,4.6067992e-08
422,1.696302e-07,3.724496e-07
423,9.3838885e-08,6.507112e-08
424,1.027444e-06,1.6367899e-07
425,5.37853e-08,4.8976737e-08
426,9.6773206e-08,1.2904434e-07
427,6.738952e-08,1.5471554e-07
428,4.587026e-07,5.2735903e-08
429,2.3334813e-08,2.1740989e-07
430,5.3595937e-08,1.5328571e-07
431,1.1726753e-07,1.28963835e-08
432,5.063328e-09,5.1366005e-08
433,2.827862e-08,9.3305665e-09
434,1.0781126e-07,9.6333146e-08
435,1.4085273e-07,3.8778758e-08
436,1.665972e-08,2.1217868e-08
437,5.133388e-08,2.5797487e-08
438,2.1902201e-07,1.2461547e-07
439,1.6821971e-07,1.8195594e-07
440,9.328046e-09,6.704929e-08
441,2.3810209e-08,1.8608775e-07
442,3.09423e-08,1.8130374e-08
443,7.429007e-09,4.3877186e-08
444,2.6312424e-07,2.667335e-07
445,3.3344924e-07,6.343514e-08
446,6.574066e-08,1.331728e-07
447,1.3454861e-07,7.059627e-07
448,8.794744e-08,1.3694724e-07
449,3.123528e-08,1.2042253e-07
450,9.447608e-09,2.171843e-07
451,7.210118e-09,3.252207e-07
452,4.980021e-09,3.268168e-08
453,6.207731e-09,2.2335982e-08
454,1.7851955e-08,1.7993164e-06
455,6.5319896e-09,3.0508197e-08
456,8.8209575e-08,6.884726e-08
457,2.1929059e-09,2.6784392e-07
458,3.116607e-09,2.5799807e-08
459,6.133812e-09,3.6698856e-07
460,3.3765388e-09,1.4012392e-07
461,4.914884e-09,2.3408617e-07
462,2.6366536e-09,3.5003605e-08
463,2.0715769e-08,3.747655e-07
464,2.1626331e-08,2.0085096e-07
465,1.1892018e-08,1.273293e-07
466,3.510408e-09,2.8138953e-07
467,5.929331e-09,3.233238e-07
468,1.6365291e-08,7.507579e-08
469,5.0554114e-08,2.8129052e-06
470,1.2055237e-07,3.3111277e-07
471,4.516929e-09,2.0104876e-07
472,1.542325e-08,6.0074416e-07
473,3.093166e-08,1.7760377e-07
474,1.88307e-08,3.355762e-07
475,7.3356034e-08,1.909768e-07
476,6.822119e-09,6.7212525e-08
477,7.283323e-08,1.2689836e-07
478,5.0952355e-08,1.8594605e-07
479,2.7788943e-08,2.114879e-07
480,2.3740743e-08,8.702267e-07
481,4.7679027e-08,4.5570215e-07
482,9.733306e-09,1.7157626e-07
483,7.3567463e-09,1.7345322e-07
484,5.0709595e-08,1.0878349e-06
485,1.0070032e-07,1.4769412e-06
486,2.1122627e-08,1.5290677e-06
487,1.1684551e-07,1.5579977e-07
488,4.8582308e-08,1.6435795e-06
489,5.3978606e-08,4.3708187e-07
490,4.8761144e-08,2.2598647e-06
491,1.8532848e-08,5.4384407e-07
492,1.136357e-07,2.4974526e-07
493,9.9344994e-08,1.3032802e-06
494,4.525933e-07,1.1870369e-06
495,1.6046549e-07,1.5956176e-07
496,2.9467407e-07,1.1280346e-06
497,7.285671e-08,1.1929508e-06
498,2.4913982e-08,2.8486636e-07
499,3.7173415e-08,4.076541e-07
500,3.8094704e-08,1.6301549e-06
501,6.254661e-08,2.4166562e-07
502,1.2939324e-07,2.543803e-07
503,2.1155407e-07,1.3590623e-06
504,4.5763394e-07,1.2098719e-06
505,2.7154186e-07,1.2424367e-06
506,9.183956e-08,9.936317e-07
507,2.6592142e-08,2.403427e-07
508,3.1323117e-07,1.3167922e-06
509,7.026851e-08,7.434136e-07
510,1.2619282e-07,4.8325177e-07
511,1.2162829e-07,6.536086e-07
512,1.2819012e-07,2.9680064e-07
513,8.743728e-08,6.243801e-07
514,2.250827e-07,1.1814925e-06
515,3.9878609e-07,2.460634e-07
516,3.142418e-07,9.465261e-08
517,5.2179065e-08,1.2447983e-07
518,1.6827474e-07,1.9687168e-06
519,1.4246459e-07,2.6855358e-07
520,5.0613057e-08,2.2884713e-07
521,1.5830759e-06,1.8623214e-07
522,6.658251e-08,1.0958271e-06
523,5.505459e-07,3.8072193e-07
524,4.2950038e-08,2.1164142e-06
525,5.8459108e-08,3.687847e-08
526,2.4492408e-08,2.4333147e-07
527,1.6482023e-08,2.5883404e-07
528,8.974664e-08,1.3351605e-07
529,4.1063475e-07,6.804724e-07
530,1.5301183e-07,1.3745324e-07
531,1.5482222e-07,1.9798317e-07
532,1.5869549e-07,2.5032718e-06
533,1.3009466e-07,1.1223789e-06
534,4.010314e-08,3.6081096e-07
535,2.0790864e-07,2.929551e-07
536,4.5815877e-08,8.842964e-07
537,7.3520994e-08,9.26109e-08
538,5.9283604e-08,5.497278e-07
539,1.3136281e-08,8.654681e-08
540,1.684878e-07,6.310557e-07
541,8.164928e-09,9.453174e-08
542,4.7244093e-06,2.5118293e-06
543,7.050396e-08,2.779097e-07
544,9.891239e-09,1.945117e-06
545,7.8585225e-07,1.554239e-07
546,3.462025e-08,3.9571336e-07
547,4.4025978e-08,3.5305484e-07
548,5.356532e-07,1.8856981e-07
549,1.4842047e-07,1.4726515e-07
550,7.619599e-08,1.0848885e-07
551,1.3184347e-06,2.3376101e-07
552,2.1706073e-07,3.7280563e-07
553,3.4467142e-08,6.00281e-07
554,1.1934208e-07,3.8247654e-07
555,2.8122813e-07,2.9401878e-07
556,2.5843985e-07,2.9405592e-07
557,4.8929856e-08,3.4865256e-08
558,9.4788965e-07,3.9660296e-07
559,6.627616e-08,5.0888264e-07
560,3.35184e-08,2.3282253e-07
561,1.4526854e-07,1.5566897e-07
562,3.5044937e-07,7.4989016e-06
563,1.2282007e-07,1.07446e-06
564,2.0419095e-07,2.963878e-06
565,2.268429e-07,5.2744815e-07
566,2.4672735e-07,8.9509956e-07
567,1.3472088e-07,1.618262e-07
568,1.7257461e-08,2.589852e-07
569,5.5465126e-08,1.2675959e-07
570,2.388883e-08,2.161858e-07
571,1.1955277e-08,2.7951222e-07
572,1.2021965e-07,8.9571e-08
573,1.0679305e-07,1.7001397e-06
574,3.9672115e-05,2.6030327e-06
575,1.66465e-08,5.5340006e-08
576,1.1696175e-08,7.7566e-08
577,2.9018844e-07,3.7386985e-07
578,9.273454e-08,7.545908e-07
579,1.2165668e-07,9.98916e-08
580,7.923621e-09,2.0618113e-08
581,2.6543347e-08,3.554188e-08
582,5.7104423e-08,1.4823836e-07
583,1.3999762e-08,3.382974e-07
584,8.654068e-08,2.0270633e-07
585,9.388755e-08,3.7887038e-08
586,1.0366562e-06,5.6932327e-06
587,4.902291e-07,2.8564483e-07
588,5.7711144e-08,6.858323e-08
589,1.6514996e-08,3.9098637e-08
590,2.3215232e-07,4.53518e-07
591,1.2394597e-07,3.1640423e-07
592,2.6780071e-08,4.9952e-08
593,4.6714057e-08,8.248518e-08
594,9.605371e-08,1.14252245e-07
595,8.9931596e-08,2.3420364e-08
596,1.7398028e-07,9.131241e-08
597,2.0429197e-06,1.26156e-07
598,2.7693028e-08,3.7869082e-08
599,5.305809e-08,1.1141697e-08
600,3.3912173e-08,6.729802e-08
601,2.274914e-08,3.9303604e-08
602,9.8301165e-08,7.710944e-08
603,1.8663683e-07,4.9123844e-07
604,6.249968e-07,1.767398e-07
605,3.3620548e-08,1.12355124e-07
606,1.114155e-07,1.43160275e-08
607,3.5178747e-08,1.7992043e-07
608,1.533279e-07,5.427035e-08
609,5.0254506e-08,5.6772627e-08
610,1.3584558e-08,4.9251923e-08
611,5.5498454e-08,1.0201101e-07
612,4.3941093e-08,2.8010248e-08
613,3.432654e-08,5.4982445e-07
614,2.1356588e-08,1.8369201e-07
615,3.6122128e-08,4.426937e-08
616,4.5412776e-09,6.814674e-08
617,2.3777165e-08,3.2289016e-08
618,1.6028324e-08,7.233585e-08
619,5.296277e-07,6.141822e-08
620,1.858094e-08,7.7431224e-08
621,4.6647948e-08,1.0908475e-07
622,3.9630372e-08,3.3781654e-07
623,6.732405e-08,3.7157577e-08
624,2.0797393e-07,2.0572239e-07
625,3.1147543e-08,6.6624224e-08
626,2.2907678e-07,3.068589e-08
627,1.4254564e-07,3.752004e-07
628,1.6202566e-07,1.6834353e-08
629,3.4143198e-07,1.8757085e-07
630,1.362103e-07,7.462084e-08
631,3.6940023e-08,1.1902192e-07
632,1.1157655e-07,2.654728e-07
633,2.7052721e-08,5.9667045e-08
634,1.0326323e-07,4.9744802e-08
635,6.3870104e-08,9.040807e-08
636,9.452922e-08,8.344516e-09
637,7.78044e-08,2.4583352e-08
638,1.1058548e-07,6.388017e-08
639,8.859974e-08,2.1942236e-08
640,2.6584203e-07,1.6965849e-07
641,1.9383094e-08,1.4841627e-08
642,3.4489815e-08,7.4068055e-08
643,1.0580728e-06,2.3861305e-06
644,1.6208774e-07,5.4919347e-08
645,1.7436228e-08,1.1333752e-08
646,3.998251e-08,1.7912302e-07
647,2.3749546e-08,1.2646872e-07
648,9.1179835e-08,3.3988744e-08
649,7.389837e-08,1.3458546e-07
650,1.4327075e-07,1.8722281e-07
651,4.3985363e-08,9.191378e-08
652,1.2569896e-07,2.0493633e-07
653,4.046941e-08,1.8988732e-07
654,6.839543e-07,2.2970958e-06
655,3.895314e-08,3.698033e-08
656,1.6811592e-07,1.7694984e-07
657,9.219207e-08,4.2410556e-07
658,4.4013017e-08,6.1892024e-08
659,1.7186566e-07,1.5103421e-07
660,5.104955e-08,1.6832988e-07
661,7.962814e-08,5.5533796e-08
662,8.54776e-08,2.7001053e-07
663,2.1276241e-08,7.8890764e-07
664,4.106916e-08,9.0749936e-08
665,1.6793177e-08,7.691921e-08
666,3.413826e-08,2.995101e-07
667,1.0688639e-07,6.933942e-08
668,3.0683378e-08,4.828192e-08
669,7.346646e-08,3.4634795e-07
670,4.0096815e-08,8.006849e-08
671,2.4657538e-07,4.553828e-07
672,3.0430692e-07,2.6744857e-07
673,7.381733e-08,1.9169985e-07
674,1.9788269e-08,1.06783794e-07
675,2.063876e-08,1.3283001e-07
676,1.1776681e-07,1.2919784e-07
677,2.5816522e-07,1.938915e-07
678,1.7721013e-07,2.4316904e-07
679,3.2722127e-07,3.6016533e-07
680,2.422019e-07,2.1890632e-07
681,2.8047796e-07,1.0018331e-07
682,8.6228304e-08,1.3867279e-07
683,1.9975067e-08,2.9008726e-08
684,5.6173416e-08,2.94164e-07
685,1.5822247e-08,3.673076e-08
686,6.2736575e-08,2.4084837e-08
687,1.1354686e-08,2.469199e-07
688,2.1556003e-08,2.0217036e-07
689,2.106212e-08,6.145619e-08
690,1.7170839e-08,4.882954e-07
691,1.5444456e-08,7.252758e-08
692,6.876089e-09,2.4126655e-07
693,2.0985155e-08,1.1185697e-07
694,1.7847528e-07,2.2675085e-05
695,2.504649e-08,9.624936e-08
696,3.4520987e-08,1.4798112e-06
697,4.9699633e-08,4.2416127e-07
698,2.337573e-08,2.397499e-07
699,1.12416345e-07,5.772472e-07
700,6.889683e-07,8.3559297e-07
701,3.790499e-08,6.527701e-07
702,3.57001e-07,6.096854e-06
703,4.9828845e-08,4.164903e-06
704,4.615126e-08,3.1077815e-07
705,1.2706785e-07,8.377201e-07
706,1.2057524e-05,1.5540343e-05
707,8.9295844e-07,3.2768282e-06
708,2.5076242e-08,2.431057e-07
709,4.1106052e-08,1.4896609e-06
710,3.12749e-08,1.2959694e-07
711,2.3253088e-07,2.8874402e-07
712,1.6841118e-07,3.7838138e-06
713,8.6584976e-08,5.704736e-07
714,1.1694543e-06,7.613604e-07
715,4.8918576e-08,2.811842e-07
716,1.0888536e-08,2.0182661e-07
717,9.966593e-08,3.653717e-07
718,1.6690713e-07,4.9519923e-07
719,4.3642552e-07,9.822213e-07
720,1.1391559e-06,7.1909983e-07
721,1.2381746e-07,7.527355e-07
