Position,Acceptor_Ref,Donor_Ref,Acceptor_Mut,Donor_Mut
43,1.5536419e-07,3.622002e-08,1.5530806e-07,3.6149082e-08
44,5.4885543e-08,9.893247e-08,5.5714207e-08,9.904797e-08
45,1.1194645e-09,6.795664e-09,1.1124026e-09,6.7946884e-09
46,1.3742498e-08,1.2842517e-07,1.38089336e-08,1.2836362e-07
47,1.9066546e-08,1.1326857e-07,1.8825075e-08,1.13080276e-07
48,5.0051774e-08,1.2830348e-07,5.024009e-08,1.299122e-07
49,5.5674514e-09,9.765181e-08,5.5613607e-09,9.891494e-08
50,5.9766214e-09,3.95248e-08,5.9520806e-09,3.9683616e-08
51,1.0154164e-08,5.587621e-08,1.0240692e-08,5.606582e-08
52,2.2775434e-07,8.0694053e-07,2.2577433e-07,8.0673874e-07
53,2.7422562e-09,2.7634062e-08,2.732761e-09,2.782897e-08
54,2.2600275e-08,4.074363e-07,2.3046203e-08,4.1179192e-07
55,4.698189e-08,4.209081e-08,4.7546912e-08,4.257206e-08
56,2.056006e-07,1.4409001e-07,2.0895274e-07,1.4605602e-07
57,2.364568e-09,6.567306e-07,2.3344526e-09,6.550933e-07
58,1.7198985e-08,2.2199501e-07,1.7077769e-08,2.2122155e-07
59,6.5573764e-09,7.1549756e-08,6.60631e-09,7.254167e-08
60,1.34614595e-08,1.7601845e-08,1.3535475e-08,1.7731708e-08
61,1.4979551e-07,6.845733e-07,1.4933799e-07,6.792577e-07
62,2.2920839e-08,2.8618282e-07,2.322891e-08,2.9046038e-07
63,2.6711541e-08,2.2640009e-08,2.6886951e-08,2.269441e-08
64,3.790472e-08,8.791619e-08,3.800136e-08,8.79795e-08
65,4.0672687e-09,2.0250349e-08,4.059691e-09,2.0312486e-08
66,1.7502862e-07,1.3182076e-07,1.7462494e-07,1.3204475e-07
67,1.7773619e-08,1.7430198e-08,1.7744359e-08,1.748529e-08
68,1.817989e-08,5.264416e-08,1.8340977e-08,5.285518e-08
69,1.4147011e-07,4.9925887e-08,1.433175e-07,5.0420134e-08
70,2.084912e-08,5.6917024e-08,2.0893511e-08,5.693686e-08
71,3.7601147e-08,6.651389e-09,3.7534328e-08,6.664325e-09
72,2.1999133e-08,3.955585e-08,2.1687008e-08,3.9541966e-08
73,3.9049803e-09,6.065168e-08,3.8996366e-09,6.0767476e-08
74,8.730875e-09,3.1143248e-08,8.734533e-09,3.1167247e-08
75,2.7401293e-07,4.0794422e-08,2.7312632e-07,4.090567e-08
76,4.8833233e-08,8.352985e-08,4.912011e-08,8.416315e-08
77,4.283934e-09,3.2037477e-08,4.2850212e-09,3.2008437e-08
78,5.151173e-09,3.956299e-08,5.190959e-09,4.006559e-08
79,1.3184223e-08,6.0803174e-08,1.3378984e-08,6.137627e-08
80,4.6056465e-09,3.2734484e-08,4.607856e-09,3.3094725e-08
81,1.9394335e-09,1.29516735e-08,1.9499395e-09,1.30180755e-08
82,5.075161e-09,6.5120005e-08,4.9968985e-09,6.4980256e-08
83,1.6229079e-08,5.857994e-08,1.6073688e-08,5.83397e-08
84,1.0863485e-08,1.4568866e-08,1.0876514e-08,1.46183154e-08
85,2.7999967e-09,7.798467e-09,2.8065081e-09,7.83114e-09
86,7.54206e-09,1.1230456e-08,7.493692e-09,1.1185295e-08
87,4.818348e-09,1.6835823e-08,4.855359e-09,1.704019e-08
88,5.8404637e-09,8.065532e-09,5.858978e-09,8.1064355e-09
89,1.8383137e-08,4.533015e-09,1.839128e-08,4.5338178e-09
90,1.6002655e-08,2.2759018e-07,1.5972144e-08,2.2858997e-07
91,3.681705e-08,1.3537678e-08,3.6669352e-08,1.35530955e-08
92,1.1513898e-09,3.9144203e-09,1.150857e-09,3.9210835e-09
93,1.8195601e-08,8.338359e-08,1.8181755e-08,8.397322e-08
94,1.3287237e-08,1.0528221e-07,1.3302771e-08,1.0500982e-07
95,4.661799e-09,2.788689e-08,4.6328377e-09,2.788683e-08
96,4.083672e-08,1.081739e-07,4.055709e-08,1.0881454e-07
97,9.805177e-10,2.7990112e-08,9.667482e-10,2.7939109e-08
98,2.8713534e-09,3.3657823e-08,2.8854887e-09,3.3985092e-08
99,3.1657996e-09,3.5658566e-08,3.1766967e-09,3.602459e-08
100,1.3343093e-09,2.8527307e-08,1.3302953e-09,2.8740862e-08
101,7.571041e-09,5.3415096e-07,7.5752435e-09,5.3728184e-07
102,7.996663e-08,7.375053e-07,7.976883e-08,7.306032e-07
103,6.5243286e-09,1.407993e-07,6.5995627e-09,1.4377432e-07
104,3.3475742e-09,4.1140407e-07,3.3817222e-09,4.1876632e-07
105,2.5655154e-09,4.9251923e-08,2.5557116e-09,4.9913762e-08
106,5.372982e-08,2.455252e-07,5.4407344e-08,2.483074e-07
107,1.45287e-09,3.3687844e-08,1.4307245e-09,3.346505e-08
108,1.2060595e-07,2.3252596e-06,1.1937257e-07,2.3100886e-06
109,5.5444014e-09,1.5994245e-07,5.5754867e-09,1.6185086e-07
110,8.876846e-10,4.1383865e-09,8.878165e-10,4.169635e-09
111,2.5819327e-08,1.2692962e-07,2.5696178e-08,1.2600765e-07
112,9.253439e-09,6.6475604e-07,9.313736e-09,6.779169e-07
113,1.5051878e-08,1.4686887e-08,1.5059566e-08,1.4725488e-08
114,3.4991352e-08,7.469843e-08,3.503363e-08,7.5089666e-08
115,9.819624e-09,6.532686e-09,9.813421e-09,6.5818e-09
116,3.0279754e-08,1.3972893e-07,3.0076617e-08,1.3905094e-07
117,9.012218e-09,3.8128917e-08,8.954836e-09,3.8108396e-08
118,2.4160247e-09,4.8510636e-09,2.409398e-09,4.857677e-09
119,1.3929606e-08,1.7783542e-08,1.3976269e-08,1.7669219e-08
120,1.170317e-08,8.067116e-08,1.1637473e-08,8.079084e-08
121,3.1207452e-09,1.4137443e-07,3.0971705e-09,1.4190313e-07
122,4.1376527e-08,3.217971e-07,4.0720995e-08,3.1773843e-07
123,1.6703186e-08,4.003244e-08,1.6772049e-08,4.0381575e-08
124,2.2090514e-09,8.06706e-08,2.2149496e-09,8.173209e-08
125,4.0666803e-09,4.8818066e-08,4.0456762e-09,4.8871676e-08
126,4.0920234e-08,2.8171291e-07,4.0840632e-08,2.8302378e-07
127,2.224436e-08,4.7241392e-07,2.226302e-08,4.6953147e-07
128,1.4822213e-08,4.9355872e-08,1.503626e-08,5.027304e-08
129,1.577737e-08,2.4051772e-07,1.5878241e-08,2.451562e-07
130,6.7910477e-09,1.1783228e-07,6.7907093e-09,1.1939913e-07
131,1.7632098e-08,1.0230083e-07,1.776431e-08,1.03770425e-07
132,6.377543e-09,6.0754803e-07,6.3728978e-09,6.035075e-07
133,2.986166e-08,3.2668476e-07,2.9654117e-08,3.2437003e-07
134,4.142117e-09,1.7513187e-08,4.1526214e-09,1.7657559e-08
135,1.3800362e-08,4.6368775e-08,1.37749465e-08,4.629467e-08
136,3.7444693e-08,4.1124338e-08,3.7245066e-08,4.0986922e-08
137,1.4544561e-07,5.978753e-07,1.4665773e-07,6.085082e-07
138,5.1510876e-09,5.3220695e-08,5.1567244e-09,5.3336276e-08
139,3.853262e-08,1.8889796e-08,3.8523616e-08,1.8888997e-08
140,8.7923716e-08,2.3686841e-08,8.78296e-08,2.3694918e-08
141,7.3229933e-09,2.24594e-06,7.294915e-09,2.2242343e-06
142,9.3718455e-09,1.5386561e-08,9.3383905e-09,1.5308368e-08
143,2.4466994e-08,4.838906e-08,2.433896e-08,4.8242686e-08
144,1.8099232e-08,1.1081552e-08,1.805654e-08,1.1003465e-08
145,9.289373e-09,2.668213e-08,9.198905e-09,2.6738647e-08
146,2.352178e-07,5.9909794e-08,2.3379975e-07,5.996534e-08
147,6.355468e-08,1.3782923e-06,6.2364805e-08,1.3607282e-06
148,6.0096966e-07,4.4455732e-07,5.999339e-07,4.4918892e-07
149,2.0380247e-08,8.735903e-08,2.0357714e-08,8.820086e-08
150,3.284552e-08,1.3621355e-08,3.2695027e-08,1.3626574e-08
151,3.1788502e-08,1.1846523e-06,3.1574917e-08,1.1906751e-06
152,2.7194357e-08,1.6771873e-08,2.7155313e-08,1.6662673e-08
153,1.5832134e-08,6.4220636e-08,1.5761065e-08,6.489373e-08
154,1.5937145e-08,2.5350957e-08,1.5923085e-08,2.564525e-08
155,2.5242736e-08,7.9673576e-08,2.5077565e-08,8.027901e-08
156,3.2367815e-08,2.0575335e-07,3.2415674e-08,2.0746151e-07
157,4.089023e-09,3.9382563e-08,4.030378e-09,3.914196e-08
158,8.8734666e-08,9.2277794e-08,8.77767e-08,9.1341896e-08
159,2.2172555e-08,2.6170602e-08,2.2394548e-08,2.6300583e-08
160,7.15836e-09,5.553373e-08,7.0407373e-09,5.5528954e-08
161,1.1992091e-08,6.7720762e-09,1.1937838e-08,6.785696e-09
162,6.922906e-08,1.06414156e-07,6.9825546e-08,1.0785406e-07
163,2.9553851e-08,1.1116126e-08,2.9358876e-08,1.1123326e-08
164,3.0497496e-09,5.6710654e-09,3.0494287e-09,5.6751137e-09
165,2.912288e-07,1.7023833e-08,2.8994077e-07,1.7031061e-08
166,1.2691503e-07,1.4041736e-06,1.2538972e-07,1.3904639e-06
167,8.532188e-09,5.5600915e-09,8.440148e-09,5.5270375e-09
168,2.4952613e-09,1.0156093e-08,2.4693223e-09,1.0186216e-08
169,5.547264e-09,4.521517e-09,5.5400866e-09,4.5099e-09
170,1.3342877e-08,2.1270893e-08,1.3306552e-08,2.1261854e-08
171,2.7047303e-08,9.224304e-09,2.697114e-08,9.209171e-09
172,1.9642595e-08,7.722299e-08,1.9438385e-08,7.5959115e-08
173,1.6675074e-08,1.811106e-08,1.6754345e-08,1.8104826e-08
174,7.549126e-08,1.01467684e-07,7.555013e-08,1.0222446e-07
175,2.9392563e-08,6.199927e-08,2.9317622e-08,6.188564e-08
176,5.5303182e-08,5.215915e-07,5.5152107e-08,5.228138e-07
177,1.8076495e-08,6.952748e-09,1.8062705e-08,6.935752e-09
178,2.1565567e-08,3.989654e-08,2.1827002e-08,4.0574076e-08
179,9.1700505e-09,1.3101729e-07,9.213414e-09,1.3235346e-07
180,1.1058065e-08,6.184128e-08,1.1051947e-08,6.2445935e-08
181,2.2832023e-09,3.7635413e-08,2.3152216e-09,3.7716028e-08
182,1.4363097e-08,4.5743505e-08,1.4289592e-08,4.535871e-08
183,1.3931897e-07,2.1207715e-07,1.3829187e-07,2.1093108e-07
184,3.2384142e-07,1.8584334e-08,3.251364e-07,1.8639403e-08
185,7.933744e-09,6.4155635e-08,7.947904e-09,6.437186e-08
186,2.231808e-08,7.127717e-08,2.2251271e-08,7.115086e-08
187,2.440526e-09,2.196213e-08,2.4558529e-09,2.2066258e-08
188,1.4662321e-08,4.067709e-08,1.4794428e-08,4.0502236e-08
189,8.051368e-09,2.0991006e-08,8.053633e-09,2.0999295e-08
190,1.2894212e-08,1.2746069e-08,1.2848409e-08,1.2727651e-08
191,1.7021614e-07,7.635441e-08,1.6850777e-07,7.5804564e-08
192,3.8246917e-08,2.7733957e-08,3.817786e-08,2.7499288e-08
193,3.1442337e-08,3.2235967e-08,3.1757146e-08,3.214196e-08
194,2.8023902e-07,2.4679744e-08,2.7992155e-07,2.4402627e-08
195,4.2828855e-08,6.565532e-08,4.312549e-08,6.578685e-08
196,5.0068273e-08,5.2997063e-08,5.000522e-08,5.3095533e-08
197,1.068639e-08,1.1951248e-08,1.0598214e-08,1.18175185e-08
198,5.557382e-07,1.5125477e-07,5.5954564e-07,1.5055001e-07
199,2.4840409e-08,1.3668105e-07,2.5084427e-08,1.3768337e-07
200,1.36258205e-08,3.450088e-08,1.3638332e-08,3.4423287e-08
201,8.0120806e-08,7.97686e-08,8.061723e-08,7.958029e-08
202,1.7457726e-08,1.02709784e-07,1.7195593e-08,1.0208142e-07
203,8.529958e-08,3.466885e-08,8.620047e-08,3.512172e-08
204,1.7969857e-08,3.4098484e-08,1.8132242e-08,3.4182502e-08
205,6.3461776e-08,1.6971872e-07,6.358365e-08,1.7182715e-07
206,5.5009973e-08,4.1800565e-08,5.5352768e-08,4.192416e-08
207,4.4952937e-08,1.2152677e-07,4.50202e-08,1.2101405e-07
208,2.2239931e-07,1.1331389e-07,2.2218066e-07,1.1248585e-07
209,2.5717847e-08,9.042482e-08,2.6063507e-08,9.082191e-08
210,2.1039153e-08,4.6165605e-09,2.108104e-08,4.61507e-09
211,2.791568e-08,1.7907157e-08,2.7712762e-08,1.7929663e-08
212,3.909801e-07,1.5668967e-07,3.9736884e-07,1.5812643e-07
213,1.8075272e-07,1.8290034e-08,1.8265436e-07,1.8220414e-08
214,2.35845e-08,1.0262595e-08,2.3620974e-08,1.0252033e-08
215,2.0416232e-08,3.466522e-09,2.0430395e-08,3.4579604e-09
216,3.103346e-08,1.8200836e-07,3.078967e-08,1.8023431e-07
217,5.7316363e-08,1.9617186e-08,5.7129036e-08,1.9467475e-08
218,5.6880253e-08,2.4908378e-08,5.619998e-08,2.5002029e-08
219,5.7162282e-08,1.297756e-08,5.7236626e-08,1.2731929e-08
220,2.1306391e-08,4.9427804e-08,2.127406e-08,4.917432e-08
221,2.1429907e-08,1.5559598e-08,2.1420117e-08,1.5497832e-08
222,5.8903176e-08,5.8992477e-08,5.856224e-08,5.846913e-08
223,7.509278e-08,5.1024006e-08,7.522023e-08,5.1200573e-08
224,9.483935e-09,2.723379e-08,9.523982e-09,2.7335258e-08
225,1.2729302e-08,5.1651426e-08,1.2778516e-08,5.1809167e-08
226,3.30469e-08,5.3170755e-08,3.308162e-08,5.2939917e-08
227,4.638875e-08,2.8774043e-08,4.646319e-08,2.876788e-08
228,2.4223203e-07,7.113601e-08,2.449672e-07,7.224605e-08
229,2.116902e-08,4.2834902e-08,2.1343617e-08,4.275705e-08
230,3.7965396e-08,1.8977437e-08,3.803852e-08,1.9057596e-08
231,5.791401e-09,3.7896823e-09,5.912498e-09,3.8104337e-09
232,5.328972e-09,4.683093e-08,5.3644302e-09,4.6583853e-08
233,2.1407576e-08,3.0017027e-08,2.1433609e-08,2.9887968e-08
234,5.2523768e-09,2.7823248e-09,5.2274753e-09,2.8003742e-09
235,1.1720379e-09,2.1699053e-08,1.1744369e-09,2.1824707e-08
236,2.8602113e-07,1.5628212e-08,2.8673753e-07,1.5704874e-08
237,4.6380935e-09,8.934437e-09,4.6870197e-09,9.00382e-09
238,6.2183814e-09,1.7155127e-08,6.289995e-09,1.7173509e-08
239,7.3741164e-09,1.122844e-08,7.441436e-09,1.1310328e-08
240,2.0406917e-08,1.0310758e-08,2.0408194e-08,1.0267605e-08
241,1.08392495e-08,2.0172475e-07,1.08294325e-08,2.0053866e-07
242,1.5496315e-08,3.4289733e-09,1.5608352e-08,3.413349e-09
243,8.72022e-09,1.7610093e-08,8.705565e-09,1.7918847e-08
244,2.9764744e-08,3.0877445e-08,2.990413e-08,3.0473633e-08
245,1.0949929e-08,3.0963996e-08,1.1027394e-08,3.098701e-08
246,8.406765e-09,1.947607e-09,8.431476e-09,1.9479844e-09
247,4.3712953e-09,1.5115582e-09,4.3466644e-09,1.5028012e-09
248,4.327946e-08,2.083718e-08,4.392033e-08,2.0703025e-08
249,9.5948295e-08,1.3724852e-08,9.671443e-08,1.3793008e-08
250,3.7305523e-09,1.5666002e-09,3.7480943e-09,1.5620717e-09
251,2.4518375e-08,1.8612909e-08,2.4845855e-08,1.8576852e-08
252,4.7305527e-08,3.7679806e-09,4.7054943e-08,3.7445815e-09
253,2.9356617e-09,3.3889733e-09,2.9747864e-09,3.4382341e-09
254,1.0935404e-09,2.0938022e-09,1.0992246e-09,2.0853526e-09
255,5.984e-09,1.3013294e-08,6.026147e-09,1.3070876e-08
256,3.2803764e-09,3.752624e-09,3.3241752e-09,3.791171e-09
257,9.580129e-09,2.0936678e-08,9.6730925e-09,2.0973296e-08
258,2.2072897e-09,1.2133455e-09,2.231516e-09,1.2296352e-09
259,7.280472e-09,3.3251734e-08,7.279992e-09,3.3396415e-08
260,9.02218e-08,7.032728e-05,9.050207e-08,7.040489e-05
261,7.792644e-09,5.252416e-08,7.886625e-09,5.276317e-08
262,5.287609e-10,4.054235e-09,5.359934e-10,4.0737507e-09
263,4.699709e-09,4.9149446e-07,4.7437174e-09,4.9325297e-07
264,3.6477746e-10,7.1919075e-08,3.664361e-10,7.2466186e-08
265,4.1673283e-09,5.4170563e-08,4.1793298e-09,5.3938038e-08
266,1.5035224e-09,2.6798375e-08,1.5140005e-09,2.6930408e-08
267,3.429005e-10,1.201031e-09,3.4353537e-10,1.1916426e-09
268,3.1405072e-09,9.6805435e-09,3.1864218e-09,9.794013e-09
269,2.835316e-08,3.989093e-09,2.8580391e-08,3.9946877e-09
270,1.0393066e-09,7.767637e-10,1.046778e-09,7.758594e-10
271,1.8900965e-09,2.4463973e-09,1.9265394e-09,2.4711622e-09
272,4.711485e-09,1.7411828e-08,4.689232e-09,1.73584e-08
273,1.3210395e-09,1.1912882e-09,1.3257021e-09,1.1938109e-09
274,1.4875132e-09,5.8076893e-08,1.5022812e-09,5.812164e-08
275,2.7166114e-10,5.37862e-09,2.745064e-10,5.3689013e-09
276,7.7092677e-10,4.2793875e-09,7.776282e-10,4.2899693e-09
277,8.9498915e-09,1.48554e-08,9.093622e-09,1.4941012e-08
278,2.5342064e-08,3.2447304e-08,2.5619968e-08,3.288581e-08
279,2.224715e-09,8.433503e-09,2.2673035e-09,8.43397e-09
280,1.7165075e-09,2.7737241e-09,1.7357003e-09,2.7964888e-09
281,6.8327377e-10,2.3679658e-09,6.9055267e-10,2.4025628e-09
282,3.5077408e-10,1.3781386e-08,3.5106923e-10,1.3839939e-08
283,8.345228e-10,1.2629604e-08,8.465846e-10,1.2638635e-08
284,1.5738963e-10,1.7251718e-09,1.5626926e-10,1.7407338e-09
285,9.14557e-10,3.9677195e-09,9.1745483e-10,3.9736014e-09
286,9.60834e-09,1.9020726e-07,9.770495e-09,1.9199811e-07
287,4.5021524e-09,8.339315e-09,4.560517e-09,8.39715e-09
288,3.36516e-09,1.756094e-08,3.430976e-09,1.7606022e-08
289,9.770355e-10,4.9626676e-09,9.868296e-10,4.97855e-09
290,7.931985e-10,1.3251034e-08,7.979849e-10,1.3228951e-08
291,4.846407e-09,5.4107616e-09,4.9014517e-09,5.4257376e-09
292,3.2354536e-11,1.03412905e-08,3.2576147e-11,1.03557625e-08
293,4.5842513e-10,6.3906063e-09,4.6196993e-10,6.505492e-09
294,3.348845e-10,8.007865e-09,3.367584e-10,7.954701e-09
295,3.2834424e-09,1.4788777e-08,3.319439e-09,1.4944085e-08
296,3.6305132e-09,7.0360406e-09,3.703451e-09,7.1121127e-09
297,9.47582e-10,2.844997e-08,9.492284e-10,2.88476e-08
298,4.7861374e-08,5.3490448e-09,4.8119063e-08,5.378223e-09
299,2.271135e-09,3.058214e-08,2.2916382e-09,3.071022e-08
300,7.570937e-11,7.999166e-10,7.607923e-11,8.029552e-10
301,5.5191507e-10,3.0698566e-09,5.561972e-10,3.0873504e-09
302,5.509796e-10,1.2389457e-09,5.534064e-10,1.227716e-09
303,6.035932e-10,1.6937699e-09,6.0705985e-10,1.7104688e-09
304,5.764401e-10,2.24838e-08,5.8341215e-10,2.2247491e-08
305,7.983047e-09,1.2045953e-09,8.080454e-09,1.2202441e-09
306,4.8748627e-09,1.2874547e-08,4.921478e-09,1.32509586e-08
307,2.7310125e-09,1.5579399e-09,2.7595821e-09,1.5700936e-09
308,2.4619848e-09,1.5325439e-09,2.4784836e-09,1.5288798e-09
309,5.8895366e-10,1.6201817e-09,5.840191e-10,1.6325463e-09
310,4.3297335e-10,7.7777795e-10,4.3687182e-10,7.824343e-10
311,2.1654398e-09,1.3278745e-09,2.2043873e-09,1.3372388e-09
312,3.006162e-09,5.932905e-09,3.055653e-09,5.9588485e-09
313,9.63983e-09,7.574759e-08,9.847023e-09,7.6385696e-08
314,4.674409e-09,1.3627848e-09,4.7701785e-09,1.3768097e-09
315,8.032609e-10,1.6438853e-09,8.0878104e-10,1.6480589e-09
316,1.7530247e-09,2.8453877e-08,1.7876497e-09,2.8626172e-08
317,1.3817503e-09,6.0113137e-09,1.3932477e-09,6.001303e-09
318,2.4330564e-08,1.0457391e-08,2.4396911e-08,1.0338324e-08
319,8.2754905e-09,3.3639015e-08,8.355245e-09,3.3653553e-08
320,2.8253724e-09,3.5004362e-08,2.8534388e-09,3.5362472e-08
321,5.3556537e-09,5.389426e-09,5.3946616e-09,5.3930025e-09
322,4.3480446e-09,2.989321e-08,4.363511e-09,2.9906566e-08
323,1.4763724e-08,3.47029e-09,1.4803517e-08,3.4824545e-09
324,2.126509e-09,7.8973195e-10,2.1633006e-09,7.970587e-10
325,2.399039e-08,4.170185e-09,2.4694705e-08,4.237366e-09
326,3.2560337e-09,6.9310815e-09,3.2990772e-09,6.9781287e-09
327,3.072936e-08,6.5054464e-09,3.123176e-08,6.6650307e-09
328,9.849742e-09,3.6522774e-08,1.0069773e-08,3.6892054e-08
329,5.0808524e-08,1.3452258e-08,5.1941715e-08,1.3432123e-08
330,5.503759e-09,4.8730073e-09,5.5809553e-09,4.90543e-09
331,3.465537e-08,6.613701e-08,3.4914812e-08,6.761599e-08
332,1.9441845e-07,3.0294867e-08,1.9360307e-07,3.038982e-08
333,1.2615944e-08,4.840144e-09,1.2732225e-08,4.839449e-09
334,8.0746326e-10,6.4722455e-10,8.0449497e-10,6.5034933e-10
335,4.7864224e-09,1.7422639e-09,4.800628e-09,1.7480513e-09
336,2.1203068e-09,1.1535146e-08,2.1929567e-09,1.1699851e-08
337,7.222439e-08,5.098518e-09,7.3446564e-08,5.167311e-09
338,6.161887e-08,1.1938195e-08,6.244062e-08,1.2159653e-08
339,9.444612e-08,2.446924e-09,9.596084e-08,2.4691515e-09
340,2.6248506e-08,2.5282734e-08,2.6398562e-08,2.5351506e-08
341,1.1087818e-07,5.9386034e-09,1.1254957e-07,5.9670233e-09
342,7.046166e-09,3.283341e-09,7.1359167e-09,3.3101277e-09
343,8.7742515e-09,1.7517541e-09,8.819431e-09,1.7475804e-09
344,2.3027728e-07,2.0803693e-08,2.312488e-07,2.1022803e-08
345,2.9268765e-08,8.343007e-09,3.0038386e-08,8.436515e-09
346,2.2267332e-09,6.328706e-09,2.2744413e-09,6.445184e-09
347,7.08112e-08,1.5047565e-08,7.076588e-08,1.5109261e-08
348,8.1358e-09,1.9502618e-08,8.118429e-09,1.9644304e-08
349,4.9994917e-08,3.3626918e-08,5.0516764e-08,3.4413326e-08
350,1.8636665e-07,3.3963024e-09,1.8735052e-07,3.4347796e-09
351,1.9163256e-08,3.7778607e-09,1.953266e-08,3.816776e-09
352,6.928585e-08,1.16339836e-08,7.0260654e-08,1.1685309e-08
353,2.3649054e-08,8.67442e-09,2.4481626e-08,8.891024e-09
354,1.411196e-07,6.809273e-09,1.4564654e-07,6.808979e-09
355,1.0429543e-08,4.3507804e-08,1.0601098e-08,4.3955776e-08
356,1.4881176e-08,8.013568e-08,1.4968538e-08,8.1949125e-08
357,7.892266e-08,1.0715672e-07,7.925047e-08,1.07691754e-07
358,3.0650557e-07,8.360008e-09,3.1088257e-07,8.412734e-09
359,9.57698e-09,8.092469e-09,9.609858e-09,8.171633e-09
360,1.6509366e-08,1.3954119e-08,1.6707292e-08,1.41096965e-08
361,1.6434187e-08,1.8755989e-08,1.7107096e-08,1.9330336e-08
362,2.5560078e-08,1.4416472e-07,2.6047534e-08,1.4686847e-07
363,3.755482e-09,1.04566675e-08,3.8072594e-09,1.0743452e-08
364,2.5885961e-07,2.2038586e-08,2.6244436e-07,2.2421016e-08
365,2.6584799e-09,1.4280758e-08,2.6804612e-09,1.446372e-08
366,3.6478205e-08,2.217202e-08,3.7848174e-08,2.2360565e-08
367,1.0574864e-08,2.2177105e-09,1.0545234e-08,2.2404603e-09
368,1.1822569e-07,1.0125335e-08,1.1958184e-07,1.0156445e-08
369,4.3771983e-08,3.007076e-07,4.4015543e-08,3.079045e-07
370,1.335639e-08,1.0026051e-08,1.3699956e-08,1.0209724e-08
371,6.8259127e-09,2.3537854e-08,6.974775e-09,2.4095502e-08
372,7.6596514e-08,1.7480662e-08,7.7076706e-08,1.760285e-08
373,2.3478768e-07,2.205516e-08,2.3356037e-07,2.2424244e-08
374,1.15596116e-07,7.143625e-09,1.16791384e-07,7.3298e-09
375,2.2906947e-08,1.5186444e-08,2.3231735e-08,1.5282962e-08
376,1.1148536e-07,9.066271e-09,1.1363456e-07,9.219212e-09
377,4.546634e-07,1.8048464e-08,4.5258952e-07,1.8237909e-08
378,4.101423e-08,5.707895e-08,4.281103e-08,5.913618e-08
