Position,Acceptor_Ref,Donor_Ref,Acceptor_Mut,Donor_Mut
72,1.7347088e-09,3.4608936e-09,1.6997166e-09,3.4042817e-09
73,8.6633846e-11,7.92472e-10,8.489631e-11,7.7963247e-10
74,2.1642688e-09,1.454538e-09,2.1213313e-09,1.4310728e-09
75,4.6621005e-09,1.968827e-09,4.6048423e-09,1.9368989e-09
76,1.2656343e-10,3.0308683e-10,1.2399126e-10,2.9812341e-10
77,6.0110836e-09,2.6424274e-09,5.902751e-09,2.612883e-09
78,4.0734804e-10,5.0176748e-11,4.0090575e-10,5.0168612e-11
79,1.00496056e-10,1.3645231e-10,9.847788e-11,1.3423487e-10
80,8.8792107e-10,1.1753483e-10,8.700117e-10,1.1562371e-10
81,1.6557626e-10,4.6004922e-11,1.622146e-10,4.525049e-11
82,1.2722709e-10,2.2783233e-09,1.2465187e-10,2.22812e-09
83,1.6738493e-10,7.242036e-11,1.640266e-10,7.124158e-11
84,8.564041e-10,7.779747e-10,8.3909685e-10,7.6523726e-10
85,1.6252988e-10,3.8764586e-10,1.5924496e-10,3.8131728e-10
86,1.4671706e-10,1.9530537e-10,1.4375968e-10,1.9211761e-10
87,7.029784e-10,4.2483717e-10,6.8883604e-10,4.1792292e-10
88,3.4964218e-10,1.7154402e-10,3.425886e-10,1.6874892e-10
89,1.2683965e-10,8.087817e-11,1.242877e-10,7.9559144e-11
90,1.9688523e-10,6.7600606e-11,1.9293284e-10,6.6502054e-11
91,1.4407152e-10,1.4746894e-10,1.4343704e-10,1.4593476e-10
92,6.952842e-10,1.3570461e-09,6.8141237e-10,1.3429027e-09
93,2.1281835e-10,2.6435099e-10,2.0855762e-10,2.600571e-10
94,4.772165e-10,1.232366e-09,4.7238147e-10,1.2258582e-09
95,3.6389176e-09,2.0559876e-08,3.5943695e-09,2.0227846e-08
96,3.3925558e-09,1.9321538e-09,3.3505827e-09,1.9008022e-09
97,4.1045972e-11,4.3563333e-10,4.0220223e-11,4.2852621e-10
98,2.5725735e-10,6.9564504e-10,2.5207234e-10,6.842973e-10
99,3.597509e-10,4.4195794e-10,3.5255254e-10,4.3226878e-10
100,1.0445214e-10,9.8876324e-11,1.03978465e-10,9.727527e-11
101,2.5746663e-09,4.7455117e-08,2.5425504e-09,4.6412353e-08
102,6.7572276e-10,1.5896707e-09,6.6212125e-10,1.5547783e-09
103,2.4131167e-10,8.6655366e-10,2.4122976e-10,8.6139906e-10
104,3.9977183e-10,1.5477956e-09,3.9339831e-10,1.5384388e-09
105,9.25995e-11,4.696173e-10,9.073402e-11,4.6194867e-10
106,2.0745735e-11,2.3860722e-10,2.0330354e-11,2.347315e-10
107,1.5605621e-10,9.0803434e-11,1.5290681e-10,8.8803916e-11
108,8.302153e-10,6.3313954e-10,8.199734e-10,6.2285893e-10
109,1.1902536e-10,3.904441e-10,1.166344e-10,3.8406617e-10
110,5.1933208e-11,1.330194e-10,5.0883773e-11,1.3083877e-10
111,3.7706605e-10,2.0532314e-09,3.6948175e-10,2.0197688e-09
112,7.599511e-11,7.3033096e-10,7.563778e-11,7.184325e-10
113,1.4234335e-10,1.1499036e-09,1.4169513e-10,1.1312645e-09
114,4.5571307e-11,2.6820068e-10,4.5359022e-11,2.6384123e-10
115,7.90422e-10,2.3121621e-10,7.77856e-10,2.298198e-10
116,7.877318e-12,1.2234026e-10,7.84116e-12,1.2035743e-10
117,4.99654e-11,6.114175e-11,4.8963483e-11,6.014782e-11
118,4.9019268e-11,2.9412556e-11,4.8239693e-11,2.9234698e-11
119,4.9363697e-11,3.2402925e-10,4.8373475e-11,3.18766e-10
120,1.6640132e-10,2.762871e-10,1.6306365e-10,2.7179414e-10
121,4.026904e-11,7.105838e-11,3.9460726e-11,6.9901494e-11
122,2.3321775e-10,1.4111156e-09,2.3215128e-10,1.3881946e-09
123,2.1790788e-11,3.927968e-11,2.1352529e-11,3.8640254e-11
124,2.1053109e-11,3.83776e-11,2.0633384e-11,3.7755233e-11
125,4.105513e-11,2.3794402e-11,4.1035716e-11,2.364921e-11
126,1.0182016e-11,4.6443804e-11,9.976835e-12,4.568523e-11
127,1.3332699e-10,8.909713e-10,1.3065274e-10,8.764825e-10
128,5.2507985e-12,5.0566627e-11,5.249026e-12,5.026363e-11
129,5.5128853e-12,6.2240615e-11,5.402195e-12,6.087865e-11
130,1.8914478e-11,1.5751577e-11,1.853276e-11,1.5404723e-11
131,1.9107892e-11,5.258157e-11,1.8938375e-11,5.089775e-11
132,8.705275e-11,4.019771e-09,8.5286646e-11,3.931045e-09
133,9.153844e-12,1.072461e-11,8.970339e-12,1.0550066e-11
134,1.8712275e-11,5.260846e-11,1.8332889e-11,5.144372e-11
135,2.7031797e-11,1.6678389e-10,2.6485404e-11,1.6405445e-10
136,1.9686185e-11,2.5919485e-11,1.9289004e-11,2.549604e-11
137,2.830193e-10,5.903454e-11,2.773473e-10,5.8076523e-11
138,4.872524e-12,5.0956715e-11,4.849595e-12,5.0124807e-11
139,1.7083449e-10,1.0249517e-10,1.7078693e-10,1.0188218e-10
140,2.9162928e-10,4.4107266e-11,2.8799868e-10,4.3387682e-11
141,8.900655e-11,2.0433122e-09,8.8609516e-11,2.0219506e-09
142,1.345299e-10,5.95189e-11,1.339073e-10,5.855078e-11
143,3.562234e-11,8.835855e-11,3.490876e-11,8.692068e-11
144,1.2640029e-11,1.6445068e-11,1.2384513e-11,1.6083586e-11
145,2.0877482e-11,1.8235592e-11,2.0460831e-11,1.7836555e-11
146,2.2720169e-10,1.272919e-10,2.2265172e-10,1.2522261e-10
147,1.15176674e-10,1.8056672e-09,1.1285119e-10,1.765835e-09
148,1.2941963e-09,8.059667e-11,1.2783161e-09,7.929161e-11
149,4.6450007e-11,2.3100638e-10,4.5515536e-11,2.2593119e-10
150,4.2262754e-10,1.2621888e-11,4.1411655e-10,1.23443035e-11
151,5.4584698e-11,8.3012465e-11,5.4336126e-11,8.166704e-11
152,8.018348e-10,7.928118e-11,7.857217e-10,7.7989684e-11
153,2.1112069e-10,2.5075112e-11,2.0941422e-10,2.4925574e-11
154,4.0869263e-11,1.055697e-11,4.0679814e-11,1.0385314e-11
155,1.4062114e-10,2.9164636e-11,1.378019e-10,2.8689159e-11
156,3.1941783e-10,1.2447091e-09,3.1298233e-10,1.2173373e-09
157,9.848045e-12,4.1607942e-13,9.496966e-12,4.0685435e-13
158,1.2480455e-11,2.3652805e-12,1.2422341e-11,2.3267545e-12
159,5.7881006e-11,4.6191585e-11,5.671538e-11,4.5173913e-11
160,2.8135978e-11,1.572705e-11,2.756495e-11,1.5379151e-11
161,5.432224e-11,1.0892666e-11,5.3009947e-11,1.054393e-11
162,2.4383587e-11,9.769288e-11,2.4271389e-11,9.610348e-11
163,2.5606828e-10,5.903825e-11,2.5093064e-10,5.807785e-11
164,3.4360275e-11,1.906589e-10,3.420191e-11,1.8755629e-10
165,6.68516e-09,1.1107998e-10,6.6024253e-09,1.08642456e-10
166,6.560892e-11,8.4028845e-10,6.532135e-11,8.267578e-10
167,1.4876396e-10,1.5178917e-11,1.4691671e-10,1.4931736e-11
168,1.2178082e-10,4.328865e-11,1.193411e-10,4.2582993e-11
169,8.034925e-11,1.3729916e-11,7.872154e-11,1.3505301e-11
170,1.6292974e-09,2.8011109e-11,1.5964893e-09,2.7553492e-11
171,2.2744101e-10,3.1719138e-11,2.2461512e-10,3.120172e-11
172,1.0173345e-10,1.2879753e-10,1.01260306e-10,1.2669385e-10
173,5.893925e-11,1.4888956e-12,5.8919015e-11,1.4799375e-12
174,7.3203624e-11,8.6228795e-11,7.1745304e-11,8.4830275e-11
175,1.0522821e-10,8.088014e-12,1.04750805e-10,7.956715e-12
176,1.1264812e-11,4.813847e-12,1.12132135e-11,4.7354564e-12
177,2.4887392e-10,1.86554e-11,2.457761e-10,1.824523e-11
178,7.237586e-12,5.648164e-12,7.0934703e-12,5.5891047e-12
179,7.9443405e-12,2.0400964e-12,7.785246e-12,2.006978e-12
180,2.7338404e-10,6.780955e-11,2.6788013e-10,6.6318895e-11
181,5.8510896e-12,9.5021525e-11,5.823156e-12,9.292771e-11
182,6.27259e-11,1.0980345e-10,6.1454154e-11,1.067598e-10
183,6.881804e-11,2.4857266e-10,6.7733666e-11,2.4709407e-10
184,1.8899944e-07,7.40598e-09,1.848006e-07,7.2054744e-09
185,7.316244e-11,6.493716e-10,7.16951e-11,6.3878114e-10
186,2.2723505e-10,1.11214815e-10,2.2440699e-10,1.0939581e-10
187,2.4039348e-09,6.152925e-10,2.355699e-09,6.052694e-10
188,1.2357342e-09,4.954389e-10,1.2256735e-09,4.924702e-10
189,3.736824e-10,1.1450291e-10,3.706556e-10,1.1381702e-10
190,2.8893843e-10,1.2885897e-10,2.853212e-10,1.2601785e-10
191,8.0550294e-10,3.2666533e-10,7.9912627e-10,3.2662234e-10
192,1.3971436e-09,1.8626087e-09,1.3797107e-09,1.8216385e-09
193,7.614793e-10,4.3299245e-10,7.5209416e-10,4.2595116e-10
194,1.4368932e-09,4.7337995e-10,1.4139984e-09,4.7051296e-10
195,1.3902501e-10,1.5162113e-10,1.3622062e-10,1.4914324e-10
196,6.034216e-10,2.2190736e-09,5.9725325e-10,2.1943627e-09
197,2.6951432e-11,8.732981e-11,2.6409989e-11,8.5409554e-11
198,2.293391e-09,4.8650994e-10,2.2651898e-09,4.7862214e-10
199,1.162136e-10,4.8443367e-11,1.1436191e-10,4.8148596e-11
200,2.2715446e-10,9.031531e-11,2.2256212e-10,8.832098e-11
201,1.3203458e-10,2.700383e-10,1.2938749e-10,2.6563834e-10
202,3.0616276e-10,1.0287734e-09,3.0473193e-10,1.0119664e-09
203,4.0849724e-10,1.14324834e-10,4.0351483e-10,1.1247407e-10
204,4.3756113e-10,7.2334533e-10,4.3214426e-10,7.074521e-10
205,6.684774e-10,1.4268393e-10,6.5504546e-10,1.4035023e-10
206,7.021231e-11,3.7558742e-10,6.8498776e-11,3.635121e-10
207,1.9668443e-10,8.5422745e-11,1.926835e-10,8.352896e-11
208,1.1748821e-10,1.8107776e-10,1.1562966e-10,1.7998586e-10
209,2.5216323e-10,2.5334773e-10,2.470757e-10,2.477576e-10
210,9.344033e-10,4.744228e-11,9.227566e-10,4.6397233e-11
211,2.6403152e-10,3.0974395e-10,2.5873462e-10,3.0469532e-10
212,7.2517468e-09,1.2583201e-09,7.1620136e-09,1.2378006e-09
213,5.725899e-10,1.3248917e-10,5.6555755e-10,1.3033788e-10
214,3.489029e-09,1.0477403e-09,3.4611574e-09,1.0415099e-09
215,6.9938305e-11,1.1670266e-11,6.882801e-11,1.1599386e-11
216,3.25898e-10,5.965633e-10,3.2444916e-10,5.903153e-10
217,2.4902505e-09,5.316672e-10,2.4596567e-09,5.230363e-10
218,6.8645817e-10,3.51089e-10,6.7795103e-10,3.4536315e-10
219,5.197832e-10,2.2773956e-11,5.155081e-10,2.2635897e-11
220,7.845103e-10,1.1748037e-10,7.6879225e-10,1.1556969e-10
221,5.328621e-10,1.136075e-10,5.263207e-10,1.1176217e-10
222,1.3205934e-09,3.3400338e-10,1.3097167e-09,3.319653e-10
223,5.982132e-10,3.2386163e-11,5.908267e-10,3.1859442e-11
224,2.124275e-09,1.0149703e-09,2.0816426e-09,9.984288e-10
225,2.0487424e-11,5.5646526e-11,2.0072739e-11,5.4733888e-11
226,1.2897232e-10,3.039081e-11,1.2837299e-10,2.9723016e-11
227,1.0927048e-10,8.15419e-11,1.07071595e-10,7.9745856e-11
228,3.0111695e-09,1.2021358e-10,2.9869613e-09,1.2019341e-10
229,4.8761058e-11,5.6283333e-12,4.7780734e-11,5.504679e-12
230,8.845501e-11,4.5964135e-11,8.805186e-11,4.521443e-11
231,9.155869e-12,5.5037894e-11,8.969365e-12,5.381886e-11
232,6.8947584e-11,4.2965624e-11,6.755343e-11,4.20151e-11
233,6.7676205e-11,2.846389e-11,6.7672846e-11,2.8460144e-11
234,3.642228e-10,1.3664478e-10,3.5968228e-10,1.3362995e-10
235,1.8121898e-11,1.706378e-10,1.775953e-11,1.6688699e-10
236,2.0401316e-08,1.2162906e-09,1.9991234e-08,1.1963996e-09
237,4.0152236e-11,6.2501386e-11,3.9969614e-11,6.1483936e-11
238,1.2837348e-10,4.7396066e-11,1.2834925e-10,4.7114944e-11
239,3.151905e-10,4.176767e-10,3.126548e-10,4.1516368e-10
240,2.6954583e-10,8.0551635e-11,2.6626126e-10,7.92455e-11
241,2.0118695e-11,3.997068e-11,2.0112556e-11,3.973148e-11
242,6.535528e-10,1.7517657e-09,6.4550765e-10,1.7232393e-09
243,2.0319046e-10,4.0097e-10,1.9912628e-10,3.9444267e-10
244,1.233726e-08,2.8244136e-09,1.2183484e-08,2.7782818e-09
245,3.7433136e-11,1.3846056e-10,3.6681748e-11,1.3620657e-10
246,2.1817206e-10,1.1750749e-10,2.1640488e-10,1.1679736e-10
247,2.3018995e-11,1.6272894e-11,2.2561284e-11,1.6008724e-11
248,2.8991276e-10,6.030577e-11,2.8640243e-10,5.93321e-11
249,4.0634857e-10,2.9307615e-11,4.0137935e-10,2.883239e-11
250,7.029763e-12,4.8182656e-12,6.8883536e-12,4.739577e-12
251,2.7939784e-10,1.8480608e-09,2.781488e-10,1.8180079e-09
252,3.3346904e-08,1.0226616e-09,3.3073263e-08,1.0106066e-09
253,1.357931e-10,6.036331e-11,1.331095e-10,5.973657e-11
254,2.3752245e-10,2.0887449e-10,2.3746718e-10,2.0761856e-10
255,7.144928e-10,1.4739218e-10,7.0570955e-10,1.441592e-10
256,2.1574466e-10,9.881077e-10,2.113955e-10,9.663178e-10
257,1.7118024e-10,1.5784607e-10,1.6772209e-10,1.5435435e-10
258,3.5524514e-10,1.2501189e-10,3.5364492e-10,1.2297754e-10
259,1.7505801e-09,7.552253e-09,1.7289052e-09,7.385711e-09
260,5.954028e-08,4.657431e-05,5.8929544e-08,4.605092e-05
261,8.0468104e-11,8.042882e-11,7.886025e-11,7.866226e-11
262,7.498664e-11,5.5080107e-11,7.34914e-11,5.418626e-11
263,3.352977e-11,6.4412525e-10,3.352804e-11,6.403389e-10
264,1.03591805e-11,2.6325447e-11,1.0312458e-11,2.5896604e-11
265,6.6134126e-10,1.3762794e-11,6.532076e-10,1.3538829e-11
266,5.809577e-12,5.977555e-11,5.694135e-12,5.880629e-11
267,3.4141344e-12,3.1371253e-11,3.3459028e-12,3.0860214e-11
268,1.5819299e-10,5.49582e-10,1.5747799e-10,5.4060245e-10
269,5.832229e-11,2.91664e-12,5.8055147e-11,2.8691004e-12
270,1.544349e-12,1.0017392e-11,1.5133608e-12,9.853551e-12
271,5.2106843e-11,8.562012e-11,5.2094523e-11,8.510806e-11
272,7.683253e-12,2.8204484e-11,7.682066e-12,2.8036018e-11
273,2.758587e-12,7.2516494e-13,2.7467737e-12,7.1345805e-13
274,1.3695182e-11,1.06836545e-11,1.3478281e-11,1.06189085e-11
275,1.7837431e-12,2.2327366e-12,1.7834027e-12,2.2322383e-12
276,8.717466e-12,6.9600796e-12,8.542775e-12,6.807102e-12
277,5.9253245e-12,1.6785705e-11,5.806708e-12,1.6416642e-11
278,1.9375519e-10,6.35707e-11,1.9370862e-10,6.319243e-11
279,1.1522435e-10,1.684112e-11,1.15191835e-10,1.6739539e-11
280,3.0326942e-11,5.1601053e-11,3.0192866e-11,5.076299e-11
281,2.5400031e-11,5.857756e-12,2.4890891e-11,5.729029e-12
282,2.3638792e-11,2.8889805e-11,2.3163855e-11,2.825235e-11
283,1.4336312e-11,2.6409234e-11,1.4333359e-11,2.6251088e-11
284,5.164428e-11,1.5426422e-11,5.1623105e-11,1.5243818e-11
285,2.3789727e-11,5.4844627e-12,2.3782469e-11,5.4196573e-12
286,1.7887875e-10,8.601944e-09,1.7842655e-10,8.4564125e-09
287,3.2892786e-11,1.3597161e-11,3.28798e-11,1.3514345e-11
288,9.838452e-12,4.64042e-12,9.795199e-12,4.5653065e-12
289,1.3832586e-11,8.326233e-12,1.3770644e-11,8.190723e-12
290,4.275893e-12,1.450596e-12,4.2751345e-12,1.4418959e-12
291,1.8011946e-10,3.831541e-12,1.7933137e-10,3.7695637e-12
292,4.173179e-12,1.17987365e-11,4.154032e-12,1.1606202e-11
293,3.2306315e-12,3.2199764e-12,3.2297565e-12,3.2004933e-12
294,4.8113477e-13,9.0860517e-13,4.810008e-13,9.031435e-13
295,1.3840556e-11,6.910452e-11,1.3836677e-11,6.868756e-11
296,5.36866e-11,1.1678148e-11,5.3446705e-11,1.1554693e-11
297,2.4549239e-12,2.5982183e-12,2.4439773e-12,2.5560444e-12
298,5.0796596e-11,7.958905e-11,5.0785067e-11,7.910958e-11
299,2.0492182e-12,2.3768492e-12,2.0171094e-12,2.3625889e-12
300,1.8076699e-12,5.030271e-13,1.8071734e-12,4.9999956e-13
301,2.5325965e-11,1.3126764e-11,2.4925527e-11,1.30469646e-11
302,1.4486384e-12,2.983199e-12,1.4484672e-12,2.9654874e-12
303,3.457253e-12,3.853572e-12,3.4565538e-12,3.830606e-12
304,8.403709e-12,4.2737834e-11,8.401353e-12,4.2479156e-11
305,2.5813768e-10,1.239751e-11,2.5808009e-10,1.2323107e-11
306,5.943937e-11,2.6374564e-10,5.941522e-11,2.6062766e-10
307,6.3829337e-12,2.4105669e-11,6.354012e-12,2.37124e-11
308,2.1532562e-11,6.6829316e-12,2.1529606e-11,6.642887e-12
309,4.6174495e-11,8.397561e-11,4.5972025e-11,8.213537e-11
310,1.1990249e-12,1.8091783e-11,1.1986088e-12,1.7981661e-11
311,1.7461631e-11,3.8748874e-12,1.7383008e-11,3.811758e-12
312,1.9632152e-11,1.0284055e-11,1.9625527e-11,1.02216525e-11
313,3.2175365e-10,2.624567e-08,3.210413e-10,2.5954845e-08
314,5.3231915e-12,2.0546895e-12,5.3215162e-12,2.042187e-12
315,1.6461189e-12,2.1442837e-12,1.6458488e-12,2.1314756e-12
316,1.9235585e-11,1.6121862e-10,1.923188e-11,1.6025443e-10
317,3.985312e-12,2.4614926e-12,3.9843775e-12,2.4466499e-12
318,1.09835294e-10,8.617581e-12,1.098066e-10,8.564997e-12
319,2.163238e-12,2.6278693e-11,2.1536494e-12,2.5852386e-11
320,4.62831e-12,5.684423e-12,4.627348e-12,5.650265e-12
321,2.8197156e-12,7.1161553e-12,2.819226e-12,7.073718e-12
322,1.0284369e-11,3.40929e-10,1.023943e-11,3.3540978e-10
323,1.4096325e-10,4.8139322e-11,1.4035398e-10,4.7633234e-11
324,9.302586e-13,6.7370684e-12,9.263049e-13,6.628004e-12
325,1.8605367e-11,5.979574e-11,1.8602422e-11,5.978285e-11
326,8.1480097e-13,7.090079e-11,8.146828e-13,7.047353e-11
327,1.4616506e-11,2.2900362e-11,1.43874825e-11,2.2763532e-11
328,4.4509093e-12,4.6001584e-11,4.4509175e-12,4.5995794e-11
329,8.22369e-12,4.614975e-11,8.221666e-12,4.5872264e-11
330,7.48146e-12,6.587802e-11,7.3639254e-12,6.548152e-11
331,6.033522e-11,1.5097739e-09,5.912672e-11,1.4851144e-09
332,1.1015838e-10,1.4027476e-10,1.0966469e-10,1.379876e-10
333,9.774507e-11,1.4068392e-10,9.7724565e-11,1.3983587e-10
334,4.520078e-12,5.323379e-10,4.499872e-12,5.236542e-10
335,5.9696255e-11,8.304655e-10,5.96794e-11,8.254121e-10
336,8.285187e-12,1.5853923e-09,8.282674e-12,1.5757361e-09
337,7.9009e-11,6.098909e-10,7.898941e-11,6.062318e-10
338,1.5923821e-11,1.7230117e-10,1.59213e-11,1.7225911e-10
339,6.9219777e-12,3.300792e-11,6.891994e-12,3.2472636e-11
340,3.6943032e-10,1.7478351e-08,3.6932604e-10,1.7372626e-08
341,6.855537e-11,9.70538e-11,6.855079e-11,9.7038814e-11
342,5.0224432e-11,3.6594883e-11,5.021792e-11,3.6588114e-11
343,5.862655e-11,4.3623033e-10,5.953604e-11,4.361047e-10
344,9.297158e-13,1.6456394e-11,9.296412e-13,1.6453758e-11
345,6.525697e-11,1.9740027e-11,6.5241416e-11,1.9621221e-11
346,9.2771285e-12,2.6419675e-10,9.275572e-12,2.6413427e-10
347,1.0798338e-11,6.01227e-11,1.0797123e-11,5.976438e-11
348,3.5226381e-12,1.0135364e-10,3.5223627e-12,1.00752864e-10
349,4.0474714e-11,1.4016867e-09,4.1102066e-11,1.401275e-09
350,2.6028438e-10,4.385242e-11,2.6228728e-10,4.3842725e-11
351,1.4451234e-11,8.109071e-11,1.4448891e-11,8.0603746e-11
352,1.0382839e-11,2.7183925e-10,1.0380344e-11,2.702016e-10
353,1.3646812e-11,5.10029e-11,1.3645146e-11,5.099434e-11
354,1.81822e-12,1.5530785e-11,1.8467543e-12,1.5439197e-11
355,1.1418035e-10,3.4878894e-10,1.1369118e-10,3.451274e-10
356,1.9194757e-11,1.4971699e-10,1.9105233e-11,1.4641457e-10
357,5.895914e-11,4.131168e-11,5.8939915e-11,4.10603e-11
358,2.2017391e-11,3.7379197e-11,2.2015167e-11,3.7154793e-11
359,2.2186787e-10,1.102257e-09,2.2181752e-10,1.0955832e-09
360,2.5884654e-11,6.4296256e-11,2.5879026e-11,6.391025e-11
361,8.179986e-11,1.0297864e-09,8.307756e-11,1.0235924e-09
362,3.654928e-10,1.1504527e-08,3.6545308e-10,1.143605e-08
363,1.6966184e-11,1.4278229e-09,1.72306e-11,1.4192835e-09
364,4.357042e-09,1.8437268e-09,4.390595e-09,1.8326825e-09
365,1.3469562e-12,5.6210304e-11,1.3681312e-12,5.6202258e-11
366,1.9001578e-12,4.3317645e-11,1.8995708e-12,4.3305252e-11
367,3.905117e-11,9.281381e-11,3.9049083e-11,9.2797346e-11
368,5.857315e-10,3.2888034e-10,5.9033556e-10,3.2882388e-10
369,9.459165e-12,1.5229877e-10,9.6070625e-12,1.5226594e-10
370,7.444351e-12,8.2432616e-11,7.442704e-12,8.193509e-11
371,1.1118972e-11,1.0759549e-10,1.1293942e-11,1.075801e-10
372,2.640363e-12,3.1448837e-11,2.6400505e-12,3.1260928e-11
373,1.669802e-11,2.9102523e-10,1.6960683e-11,2.8932004e-10
374,3.968655e-12,7.727126e-11,3.9680945e-12,7.7253426e-11
375,1.7668743e-11,9.266664e-11,1.7942297e-11,9.210839e-11
376,1.1433017e-12,5.1371553e-11,1.1432079e-12,5.1063053e-11
377,3.242713e-12,6.986005e-11,3.2417172e-12,6.9437206e-11
378,1.3524575e-12,1.4480701e-11,1.3522151e-12,1.4477913e-11
